inventory_id,product_id,supplier_id,stock_quantity,minimum_stock_level,last_restocked_date,storage_cost,reserved_quantity
10560,  DISCONTINUED  ,  SUPP_999  ,-48,Low,10/11/2025,Variable,
11321,PROD_1779,SUPP_10914@,47,37,2025-10-01 00:15:00.050000,1.46,
10952,PROD_2447,SUPP_10087,0,0,2025-06-05 03:55:58.779000,3.85,
11448,PROD_1264@,SUPP_10821,829,198,2025-10-07 19:17:58.445000,0.28,
11387,PROD_2465,SUPP_10493,0,0,2024-03-14 21:51:48.374000,3.44,
11424,PROD_1210,SUPP_10434,72,110,2025-10-10 01:49:31.285000,  4.62  ,
10284,  PROD_1324  ,SUPP_10211,95,37,2025-10-02 20:59:38.594000,1.61,
11133,  PROD_1301  ,SUPP_10797,25,70,2025-09-27 18:00:44.972000,4.48,
10829,  PROD_1696  ,SUPP_10151,38,55,2025-10-10 09:50:42.027000,4.55,
11415,PROD_1442,SUPP_10875,84,58,2025-09-12 13:57:15.202000,2.64,
10669,PROD_2144,SUPP_10710,168,13,2025-08-08 15:34:19.471000,1.78,
10216,PROD_1467,SUPP_10771,284,91,2025-09-25 13:15:58.048000,4.34,
10411,PROD_1160,SUPP_10861,6,81,2025-10-06 01:52:57.407000,2.3,
10810,PROD_2342&,UNKNOWN,,,2025-11-07 20:15:45.910000,-4.79,
10929,  PROD_1994  ,SUPP_10946,0,14,2025-09-23 00:22:22.035000,1.26,
,,,,,,,
11459,PROD_2264,SUPP_10390,880,10,2025-09-12 00:22:28.380000,3.9,
10541,PROD_1815,SUPP_10997,35,90,2025-09-14 01:04:42.887000,3.01,
10186,PROD_2092*,SUPP_10038,12,27,2025-08-07 16:41:59.436266,2.07,
10977,PROD_2440,SUPP_10467,9,0,2024-07-27 06:48:07.926000,3.7,
10135,  PROD_1662  ,,  46  ,60,2025-10-29 17:25:44.210000,-3.57,
11141,PROD_2079,SUPP_10999,313,24,2025-07-30 00:08:59.688000,  4.25  ,
11245,PROD_2073,SUPP_10329,683,27,2025-08-27 11:04:45.375000,2.83,
10493,PROD_1831,SUPP_10564,151,69,2025-09-17 14:01:14.910000,0.99,
10464,PROD_2238,SUPP_10742,369,10,2025-08-14 20:16:37.498000,3.07,
10087,  PROD_1791  ,SUPP_10447,77,83,2025-09-16 10:04:24.926000,1.9,
  10690  ,PROD_2348,SUPP_10213,,,  2025-07-26 08:31:52.255330  ,0.34,
10681,PROD_1817,SUPP_10785,9,52,2025-10-11 21:59:59.906000,1.54,
10973,PROD_1203,SUPP_10461,103,92,2025-10-10 11:55:55.547000,2.5,
10586,PROD_1165,  SUPP_10715  ,85,  114  ,2025-10-11 17:52:51.080000,2.51,
10076,PROD_1828,SUPP_10290,98,38,2025-09-22 22:03:42.055000,4.59,
10719,  PROD_2049  ,SUPP_10665,689,26,2025-08-12 13:43:46.584000,1.84,
11035,PROD_2374,,0,0,  2025-10-14 01:22:48.267446  ,-3.89,
10369,PROD_1116,SUPP_10131,200,147,2025-10-07 00:10:15.014000,  0.58  ,
10099,PROD_2078,SUPP_10611,171,18,2025-09-29 02:21:48.283000,0.76,
10131,PROD_1830,SUPP_10442,95,57,2025-10-01 03:05:18.146000,4.01,
  10561  ,PROD_2386,SUPP_10248,0,0,2024-06-13 05:31:16.425000,4.86,
10913,PROD_1792,SUPP_10207,4,47,2025-09-23 20:02:37.390000,4.11,
10332,  PROD_1452  ,SUPP_10948#,96,80,2025-10-06 17:59:32.405000,3.49,
10317,PROD_1681,SUPP_10878,9,95,2025-10-11 21:51:04.151000,3.72,
10024,PROD_1697,SUPP_10095,216,25,2025-10-11 03:34:53.952000,1.3,
11159,PROD_1573,SUPP_10658,36,45,2025-10-01 14:34:51.317000,  2.78  ,
11208,PROD_1464,SUPP_10470,80,66,2025-09-20 07:22:00.706000,2.44,
10364,PROD_1377,SUPP_10404,153,41,2025-10-09 08:33:05.825000,  0.42  ,
10094,PROD_1119,SUPP_10851,44,107,2025-10-10 20:55:09.074567,1.8,
10613,PROD_1451,SUPP_10144,383,23,2025-09-13 18:42:09.056000,3.03,
10240,PROD_9999,SUPP_10568,,,2025-09-13 08:31:21.804000,1.34,
10723,PROD_2426,SUPP_10096,0,0,2025-05-18 19:40:09.294000,3.07,
10527,PROD_2002,SUPP_10657,26,18,2025-08-02 14:20:05.575000,1.05,
,,,,, ,,
11068,PROD_1747,SUPP_10747,81,53,  2025-09-25 18:34:02.920312  ,2.13,
10565,PROD_1072,SUPP_10661,4,118,2025-10-06 14:11:38.995000,1.27,
10781,PROD_1434,SUPP_10700,83,67,2025-09-28 03:00:18.923000,2.79,
11302,  PROD_1194  ,SUPP_10203,45,186,2025-10-10 08:35:21.520000,3.05,
11142,PROD_2352,SUPP_10640,3,0,2024-12-31 07:45:39.219000,1.47,
10356,PROD_1784,SUPP_10277,33,21,2025-10-11 09:20:55.696816,0.77,
10742,PROD_1317,SUPP_10279,40,45,2025-10-08 21:34:25.492000,0.84,
11102,PROD_1298,SUPP_10098,0,70,2025-10-10 20:56:09.433000,4.85,
  10895  ,PROD_1389,SUPP_10207,72,79,2025-09-30 03:41:57.850000,0.15,
10201,PROD_1796,,,,,,
11486,PROD_1846,SUPP_10215,88,35,2025-09-21 04:42:50.614000,2.5,
10882,PROD_1088,SUPP_10118,192,99,2025-10-08 23:49:08.598000,1.78,
10769,PROD_1046,SUPP_10685,46,108,2025-10-05 06:31:56.068000,2.96,
10319,PROD_2226,SUPP_10764,187,20,2025-07-24 21:57:54.451000,1.39,
10452,PROD_1394,SUPP_10456,410,92,2025-09-17 08:57:26.872000,4.41,
10902,PROD_2294,SUPP_10458,118,21,2025-07-23 08:18:27.270000,3.29,
11139,  PROD_1260  ,SUPP_10108,528,73,2025-10-06 22:24:23.469000,0.94,
10441,PROD_1512,SUPP_10874,58,  55  ,2025-09-12 08:21:17.709000,4.38,
11172,PROD_1650,SUPP_10563,32,55,2025-09-29 21:08:16.948000,4.57,
10914,PROD_1354,SUPP_10713,495,65,2025-09-30 18:03:17.253000,0.97,
  10222  ,PROD_2490,SUPP_10067,4,0,2024-08-21 16:02:20.396000,3.46,
11320,PROD_9999,SUPP_10098,Few,,2023-04-24 17:08:04.923000,999.99,
11408,PROD_1498,SUPP_10585,403,70,2025-10-08 01:20:39.110000,1.82,
10387,PROD_1106,SUPP_10594,94,169,2025-10-05 14:23:39.003000,0.75,
11122,PROD_1254,SUPP_10858,26,90,2025-10-11 18:20:10.639000,2.77,
11383,PROD_2133,SUPP_10051,840,17,2025-07-16 07:54:01.823000,2.63,
10195,  PROD_1816  ,SUPP_10228,74,57,2025-10-07 19:07:24.427162,0,
10878,PROD_1793,SUPP_10858,172,41,2025-09-23 09:00:37.385000,4.09,
10041,  PROD_2315  ,SUPP_10603,43,9,2025-10-09 04:51:14.897000,4.55,
,,,-7,low,,,
11125,PROD_1417,,209,  93  ,,,
10657,prod_2309,SUPP_10263,644,23,2025-09-14 03:19:54.952000,1.38,
11401,PROD_2093,SUPP_10427,449,22,2025-08-29 04:47:51.291000,4.59,
10064,PROD_1724,SUPP_10847,72,60,2025-10-02 10:54:36.856000,3.36,
10765,,,127,81,2025-10-21 12:34:11.700000,-3.19,
11403,PROD_1729,SUPP_10142,400,37,2025-09-15 09:51:20.793000,3.37,
11224,PROD_1192,SUPP_10477,157,148,2025-10-08 17:28:27.261000,3.21,
10444,PROD_1946,  SUPP_10436  ,170,15,2025-08-16 13:36:49.113000,1.44,
10258,PROD_1736,SUPP_10374,54,37,2025-09-25 20:58:28.620000,1.79,
11397,PROD_1824,SUPP_10270,42,20,2025-10-09 21:54:10.452000,0.29,
11094,PROD_1561,SUPP_10211,  375  ,68,2025-10-08 14:39:01.903000,1.54,
11306,PROD_2191,SUPP_10024,104,20,2025-09-05 07:41:26.241000,3.57,
10640,,SUPP_10705,-36,Auto,  2025-09-17 12:56:12.123645  ,0.95,
10554,PROD_2038,SUPP_10380,88,27,2025-07-21 02:30:31.666000,0.15,
11244,PROD_1777,SUPP_10872,56,54,2025-09-13 06:13:47.714000,2.52,
10510,,SUPP_10407,,,2025-09-29 04:10:34.828000,3.46,
11490,PROD_1059,SUPP_10194,30,75,2025-10-11 15:18:51.147000,4.48,
10163,PROD_2122,SUPP_10791,951,12,2025-09-29 18:07:13.442000,0.84,
11213,PROD_2433,SUPP_10650,0,0,2024-01-02 08:15:07.906000,2.33,
11386,PROD_2186,SUPP_10068,140,22,2025-09-11 01:09:19.359000,1.91,
  10463  ,PROD_1616,SUPP_10622,13,28,2025-09-15 02:11:35.268000,4.36,
10815,PROD_2497,SUPP_10575,0,0,2024-07-08 09:01:32.236000,1.17,
10512,PROD_1411,SUPP_10949,55,46,2025-09-28 09:11:47.688000,2.72,
10001,PROD_1191,SUPP_10223,43,189,2025-10-05 04:01:26.505000,2.16,
10529,PROD_1470,SUPP_10769,66,72,2025-09-28 23:26:40.351000,4.49,
10281,PROD_1882,SUPP_10885,250,49,2025-10-10 09:14:23.178000,4.9,
11238,PROD_1584,SUPP_10873,475,58,2025-09-16 21:45:04.571000,0.68,
10214,PROD_2495,SUPP_10222,4,0,2024-01-13 02:33:34.166000,1.79,
10264,PROD_1660,SUPP_10598,0,25,2025-09-28 17:33:20.647000,2.95,
  10761  #,PROD_1471,SUPP_10500,81,69,2025-10-09 18:53:28.631000,3.78,
  11391  ,PROD_1695,SUPP_10500,279,77,2025-10-06 00:36:52.292000,4.93,
10792,PROD_1139,SUPP_10149,3,68,2025-10-06 11:23:38.503000,2.87,
11155,PROD_2218,SUPP_999,704,12,11-10-2025,  Variable  ,
10759,PROD_1585,  SUPP_10700  ,  20  ,56,2025-09-18 02:42:10.341000,1.77,
11371,PROD_1956,SUPP_10886#,266,13,2025-07-25 20:46:06.294000,1.65,
11390,PROD_1327,SUPP_10123,58,81,2025-09-20 12:58:33.824000,3.3,
10031,PROD_2361,SUPP_10041,0,0,2024-08-27 12:49:07.663000,0.2,
11281,PROD_1400,SUPP_10007,  74  ,77,2025-09-20 17:02:47.530000,3.45,
11265,PROD_2439,SUPP_10471,81,0,2023-01-19 14:50:50.560000,0.001,
10233,PROD_2446,SUPP_10006,0,0,2023-12-02 08:14:00.485000,1.23,
10275,PROD_1813,,314,35,,,
10276,PROD_1794,SUPP_10514,40,77,2025-10-09 02:41:01.484000,3.79,
11317,PROD_1201,SUPP_10740,41,133,2025-10-11 03:48:46.245000,0.55,
10568,PROD_1228,SUPP_10793,17,139,2025-10-06 21:23:36.813000,4.95,
10142,PROD_2209,SUPP_10191,134,  20  ,2025-10-05 03:28:12.282000,2.69,
  11131  ,  PROD_1277  ,SUPP_10147,170,171,2025-10-08 15:10:27.164000,0.84,
  10312  ,PROD_1520,SUPP_10678,6,66,2025-09-29 05:02:45.249000,4.22,
11157,PROD_1925,SUPP_10849,6,5,2025-10-06 14:24:58.204000,0.28,
11019,PROD_1651,SUPP_10957,79,32,2025-10-02 16:35:18.068000,3.09,
10173,PROD_1798,supp_10970,93,83,2025-09-30 12:23:34.924000,2.76,
10226,PROD_2225,SUPP_10145,427,8,2025-09-19 00:08:03.824000,0.99,
11085,PROD_1886,SUPP_999,0,90,10/11/2025,Variable,
11362,PROD_1644,SUPP_10544,12,94,2025-10-11 20:22:17.710000,0.34,
11136,PROD_2041,SUPP_10827,172,18,2025-07-21 18:25:00.445000,0.36,
10578,PROD_2199,SUPP_10598,958,21,2025-08-20 18:37:27.987000,0.81,
11063,PROD_1485,SUPP_10059,375,26,2025-09-25 13:11:41.206000,0.9,
10557,PROD_2311,SUPP_10821,128,7,2025-10-05 05:01:05.418000,2.83,
11288,PROD_1775,SUPP_10276,  220  ,87,2025-10-04 16:21:37.230000,3.04,
10701,PROD_1839,supp_10849,36,64,2025-09-25 00:03:40.276000,1.6,
10201,PROD_2279,supp_10258,411,14,2025-10-01 20:18:08.383000,2.16,
10121,PROD_2341,SUPP_10617,393,26,2025-08-26 20:55:48.274000,2.84,
10780,PROD_9999,SUPP_10210,,,2025-10-07 01:30:03.882000,  0  ,
10131,PROD_1830,SUPP_10442,95,57,2025-10-01 03:05:18.146000,4.01,
11079,PROD_1143,SUPP_10972,15,78,2025-10-11 19:24:02.806000,3.59,
10811,PROD_2357,SUPP_10965,9,0,2024-01-18 07:25:50.922000,4.2,
10724,PROD_2076,SUPP_10576,68,10,2025-10-10 08:00:41.870000,2.72,
10649,PROD_1821,  SUPP_10684  ,80,69,2025-09-21 14:02:30.675000,0.73,
11417,PROD_1934,SUPP_10738,  95  ,28,2025-07-23 05:34:31.545000,  4.13  ,
11010,PROD_1431,SUPP_10907,32,37,2025-10-04 17:25:16.921000,3.12,
11469,PROD_2454,SUPP_10456,49,0,2024-10-28 09:20:02.840000,1.72,
11147,PROD_1169,SUPP_10325,49,178,2025-10-10 21:37:20.928000,0.79,
10373,PROD_2217,SUPP_10687,385,21,2025-08-04 19:31:53.706678,4.33,
11053,PROD_1067,SUPP_10711,0,144,2025-10-11 10:45:54.802000,1.81,
10979,PROD_1532,SUPP_10851,49,50,2025-09-24 16:46:17.241000,2.88,
11372,PROD_1885,SUPP_10266,77,41,2025-09-21 09:22:34.824000,1.47,
10627,PROD_1553,SUPP_10854,25,20,2025-09-26 18:50:28.527000,1.41,
10951,PROD_1922,SUPP_10534,785,16,2025-09-25 23:23:58.190000,2.24,
10656,PROD_2445*,SUPP_10925,0,0,2024-08-01 21:00:28.572000,0.48,
11305,PROD_1104,,16,127,2025-11-01 04:02:42.959000,-1.85,
10692,PROD_1629,SUPP_10369,323,49,2025-09-21 09:28:49.274000,5,
11382,PROD_1205,SUPP_10062,5,180,  2025-10-07 21:46:50.205993  ,1.77,
11015,PROD_2094,SUPP_999,721,10,11-10-2025,,
10721,PROD_1008,SUPP_10994,10,66,2025-10-07 14:25:21.878000,2.7,
10283,PROD_1069,  SUPP_10966  ,28,85,2025-10-10 20:48:13.819000,0.53,
10003,PROD_1208,SUPP_10389,40,  118  ,2025-10-05 04:49:41.358000,3.54,
10537,PROD_1325,SUPP_10685,9,63,2025-10-06 12:08:26.598000,4.82,
11385,PROD_2239,supp_10584,149,21,2025-09-05 11:18:12.321000,1.09,
11144,PROD_2468,SUPP_10298,0,0,2023-12-26 23:04:19.317000,0.65,
11434,  PROD_1070  ,SUPP_10789,  70  ,155,2025-10-10 09:11:53.391263,1.19,
11498,PROD_2176,SUPP_10824,107,  21  ,2025-09-04 15:45:57.678000,2.27,
10012,PROD_1992,SUPP_10218,66,13,2025-08-01 20:21:26.671000,4.64,
11222,PROD_2491,SUPP_10240,2,0,2024-12-05 04:32:39.462000,1.58,
10848,PROD_1583,SUPP_10447,53,27,2025-09-15 00:01:22.177000,3.77,
10005,PROD_2152,SUPP_10551,639,12,2025-09-24 20:11:31.231000,4.99,
11225,PROD_1600,,39,62,,,
11146,PROD_1154,SUPP_10965,38,55,2025-10-11 07:47:52.690000,4.61,
10414,PROD_2345,SUPP_10728,84,27,2025-08-05 00:26:52.760000,1.14,
10903,PROD_1542,SUPP_10440,98,22,2025-09-21 06:34:08.734000,4.77,
11354,PROD_2112,SUPP_10313,758,28,2025-07-21 14:07:26.241000,0.1,
10249,PROD_1415,SUPP_10468,87,46,2025-09-27 17:04:30.911000,1.96,
10596,  PROD_2190  ,SUPP_10835,441,19,  2025-07-18 13:11:58.762317  ,4.77,
11090,PROD_1998,SUPP_10429,187,16,2025-09-01 00:00:01.020000,3.34,
11075,PROD_1330,,97,  49  ,,,
10612,PROD_1044,,99999,-12,,,
10757,PROD_2171,SUPP_10968,0,  20  ,2025-07-18 18:26:33.436000,0.83,
10432,PROD_1669,SUPP_10110,275,86,2025-09-28 20:50:24.094000,3.99,
10808,PROD_2267,SUPP_10729,5,10,2025-10-03 13:26:16.618000,2.72,
11290,PROD_1410,SUPP_10859#,Unknown,,2025-09-30 20:14:57.709000,1.67,
10533,PROD_1428,SUPP_10410,14,99,2025-10-01 22:16:06.839000,4.77,
11308,PROD_1224,SUPP_10722,194,123,2025-10-06 20:36:51.102000,0.23,
11113,PROD_2290,SUPP_10113,38,23,2025-08-20 21:13:01.249000,2.37,
10680,,SUPP_10341,-7,High,  2025-10-01 19:24:14.598981  ,4.16,
10339,PROD_2291,SUPP_10246,0,28,2025-08-05 07:19:37.231000,2.09,
11041,PROD_1468,SUPP_10941,17,52,2025-09-15 15:40:44.212000,4.99,
10934,PROD_2400,SUPP_10699,0,0,2024-05-30 21:11:47.264000,4.62,
11431,PROD_1122,SUPP_10010,84,183,2025-10-07 11:48:20.136000,  1.3  ,
10941,PROD_1933,SUPP_10458,7,15,2025-09-07 18:26:56.301000,3.55,
11239,PROD_1971,SUPP_10304,504,27,2025-07-26 13:17:18.333000,3.28,
11191,PROD_1118,SUPP_10116,25,58,2025-10-06 22:43:22.547000,1.21,
10009,  PROD_1928  ,SUPP_10123,108,12,2025-09-03 22:54:10.282000,2.98,
10128,PROD_2110,SUPP_10865,780,21,2025-08-07 21:03:41.099000,4.6,
10033,PROD_1257,SUPP_10815,13,179,2025-10-05 11:44:56.618000,3.27,
10311,PROD_1732,  SUPP_10063  ,0,91,2025-09-30 03:29:25.796000,4.12,
11270,PROD_1212,SUPP_10206,0,150,2025-10-10 21:55:37.049000,3.96,
10246,PROD_1750,  SUPP_10422  ,0,53,2025-10-03 06:39:41.308000,1.32,
10944,PROD_1343,SUPP_10716,16,73,2025-10-04 23:09:02.776000,2.19,
10881,PROD_1495,SUPP_10260,127,43,2025-09-22 22:40:42.140000,2.24,
11095,PROD_1182,SUPP_10855,343,152,2025-10-07 17:20:21.513000,1.52,
10039,PROD_2173,SUPP_10782,108,19,2025-08-31 06:11:58.022000,1.56,
10126,PROD_1026,  SUPP_10017  !,  0  ,160,2025-10-07 10:55:35.007000,4.05,
11334,PROD_1769,SUPP_10110,65,51,2025-09-16 07:42:08.339000,2.88,
10103,PROD_2379,SUPP_10738,0,0,2025-08-14 05:10:21.293943,3.44,
10398,PROD_2333,SUPP_10310,908,17,2025-07-24 10:54:02.413000,4.04,
10287,PROD_1401,SUPP_10197,310,54,2025-10-01 03:52:02.890000,4.76,
11494!,PROD_1375,SUPP_10763,22,65,2025-10-05 11:29:49.075000,2.51,
10368,PROD_2476,SUPP_10701,0,0,  2024-11-24 22:26:44.057189  ,2.86,
10241,  PROD_1500  ,SUPP_10520,  64  ,26,2025-10-11 12:37:23.146000,0.89,
11473,PROD_2377,SUPP_10756,0,0,2024-08-12 12:59:15.483000,0.45,
10503,PROD_1150,SUPP_10694,53,71,2025-10-07 04:40:17.993000,3.83,
10383,PROD_2016,SUPP_10967,222,25,2025-09-28 14:06:40.527000,3.1,
10812,PROD_1597,  SUPP_10118  ,73,60,2025-10-01 20:57:02.644000,2.49,
11381,PROD_1001,SUPP_10079,  2  ,185,2025-10-08 22:26:52.021000,3.61,
11248,PROD_1043,SUPP_10779,  49  ,56,2025-10-08 10:39:16.776000,3.44,
10523,PROD_1438,SUPP_10471,  91  ,27,2025-09-24 01:52:29.204000,3.76,
11182,PROD_2056,SUPP_10436,39,29,2025-08-20 17:00:19.348000,1.54,
11231,PROD_1159,SUPP_10255,10,112,2025-10-09 01:50:19.335840,1.94,
  10598  ,PROD_2193,SUPP_10849,638,29,2025-08-14 20:20:22.733000,0.38,
