order_ref,customer_ref,order_status,order_subtotal,tax_total,shipping_fee,discount_total,grand_total,currency_code,purchase_date,shipment_date,delivery_date,device_category,coupon_code,record_created,shipping_method,customer_ip,marketing_channel,payment_method,item_count,refund_amount
110,72,Delivered,1556.69,142.67,16.13,0.0,1715.49,USD,2025-08-16T15:33:52Z,2025-08-16T15:33:52Z,2025-08-23T15:33:52Z,Desktop,,2025-08-16T15:33:52Z,Priority,59.160.124.103,Organic Search,Credit Card,19,0.0
111,73,Pending,1824.79,175.23,8.91,0.0,2008.93,USD,2025-12-01T06:28:52Z,,,Desktop,,2025-12-01T06:28:52Z,Standard,137.210.120.102,Social Media,Apple Pay,6,0.0
112,73,Shipped,3105.78,223.88,19.55,183.9,3349.21,USD,2025-11-25T09:25:44Z,2025-11-26T09:25:44Z,,Tablet,CLEARANCE40,2025-11-25T09:25:44Z,Priority,72.63.179.235,Social Media,PayPal,11,0.0
113,74,Returned,4481.23,482.48,89.8,0.0,5053.51,USD,2025-12-08T22:22:47Z,2025-12-10T22:22:47Z,2025-12-17T22:22:47Z,Mobile,,2025-12-08T22:22:47Z,White Glove,149.35.36.162,Social Media,Credit Card,9,4993.21
114,75,Delivered,4999.67,505.61,0.0,0.0,5505.28,USD,2022-05-07T10:23:30Z,2022-05-09T10:23:30Z,2022-05-11T10:23:30Z,Tablet,,2022-05-07T10:23:30Z,Free Shipping,6.131.124.35,Direct,Credit Card,6,0.0
115,75,Cancelled,1069.36,96.08,100.7,332.29,1266.14,USD,2022-05-07T07:24:52Z,,,Tablet,NEWUSER25,2022-05-07T07:24:52Z,White Glove,199.30.188.117,Direct,PayPal,4,1266.14
116,76,Delivered,7345.12,587.44,25.36,694.25,7957.92,USD,2025-12-02T00:41:50Z,2025-12-02T00:41:50Z,2025-12-04T00:41:50Z,Mobile,SAVE20,2025-12-02T00:41:50Z,Express,72.208.211.162,Email,PayPal,9,0.0
117,77,Delivered,3061.25,279.73,6.79,184.54,3347.77,USD,2023-12-02T15:34:45Z,2023-12-03T15:34:45Z,2023-12-07T15:34:45Z,Mobile,SAVE10,2023-12-02T15:34:45Z,Standard,219.64.199.11,Social Media,Credit Card,11,0.0
118,78,Shipped,10827.37,625.1,6.89,621.53,11459.36,USD,2018-04-12T16:59:21Z,2018-04-12T16:59:21Z,,Mobile,CLEARANCE40,2018-04-12T16:59:21Z,Standard,17.44.178.39,Paid Search,Cash on Delivery,20,0.0
119,78,Shipped,682.02,74.46,0.0,0.0,756.48,USD,2021-01-28T00:12:42Z,2021-01-29T00:12:42Z,,Desktop,FREESHIP,2021-01-28T00:12:42Z,Free Shipping,200.131.225.98,Paid Search,Credit Card,6,0.0
120,79,Shipped,4463.9,301.48,0.0,0.0,4765.38,USD,2025-11-08T22:10:16Z,2025-11-08T22:10:16Z,,Desktop,FREESHIP,2025-11-08T22:10:16Z,Free Shipping,74.151.200.180,Organic Search,Credit Card,13,0.0
121,79,Cancelled,358.4,18.38,13.88,0.0,390.66,USD,2025-11-28T17:43:26Z,,,Desktop,,2025-11-28T17:43:26Z,Priority,178.89.92.251,Social Media,Credit Card,1,390.66
122,80,Delivered,2476.31,224.66,0.0,400.64,2700.97,USD,2025-05-14T12:29:31Z,2025-05-15T12:29:31Z,2025-05-18T12:29:31Z,Mobile,NEWUSER25,2025-05-14T12:29:31Z,Free Shipping,220.182.20.82,Direct,PayPal,14,0.0
123,81,Delivered,3867.08,323.51,21.2,682.73,4211.79,USD,2021-05-25T02:18:34Z,2021-05-25T02:18:34Z,2021-06-01T02:18:34Z,Desktop,SAVE10,2021-05-25T02:18:34Z,Express,108.164.235.177,Social Media,Credit Card,25,0.0
124,81,Processing,3428.7,354.1,27.8,222.69,3810.6,USD,2025-04-23T00:42:56Z,,,Desktop,NEWUSER25,2025-04-23T00:42:56Z,Express,40.98.112.127,Direct,Credit Card,4,0.0
125,82,Delivered,3216.66,216.41,24.22,131.45,3457.29,USD,2021-03-22T05:42:53Z,2021-03-22T05:42:53Z,2021-03-24T05:42:53Z,Mobile,NEWUSER25,2021-03-22T05:42:53Z,2-Day,57.22.115.111,Direct,Credit Card,7,0.0
126,83,Cancelled,127.6,9.89,19.2,0.0,156.69,USD,2022-04-19T21:24:05Z,,,Mobile,,2022-04-19T21:24:05Z,Priority,163.205.185.92,Referral,Credit Card,2,156.69
127,84,Delivered,306.83,22.44,17.65,0.0,346.92,USD,2021-12-26T14:34:28Z,2021-12-26T14:34:28Z,2022-01-01T14:34:28Z,Mobile,,2021-12-26T14:34:28Z,2-Day,89.5.244.128,Display Ads,PayPal,4,0.0
128,85,Delivered,2232.88,203.08,16.45,11.22,2452.41,USD,2025-12-01T15:55:11Z,2025-12-01T15:55:11Z,2025-12-07T15:55:11Z,Mobile,WELCOME15,2025-12-01T15:55:11Z,2-Day,124.171.206.202,Direct,Credit Card,12,0.0
129,85,Delivered,2628.66,241.57,21.72,247.07,2891.95,USD,2025-10-26T12:55:41Z,2025-10-28T12:55:41Z,2025-11-03T12:55:41Z,Desktop,SAVE20,2025-10-26T12:55:41Z,2-Day,132.58.159.167,Organic Search,PayPal,13,0.0
130,86,Delivered,5562.84,405.83,9.82,0.0,5978.49,USD,2022-12-06T15:20:00Z,2022-12-09T15:20:00Z,2022-12-15T15:20:00Z,Mobile,,2022-12-06T15:20:00Z,Standard,27.12.54.146,Direct,Credit Card,9,0.0
131,86,Delivered,1920.95,134.23,6.37,0.0,2061.55,USD,2024-02-04T03:32:19Z,2024-02-06T03:32:19Z,2024-02-11T03:32:19Z,Desktop,,2024-02-04T03:32:19Z,Standard,77.215.197.227,Organic Search,Credit Card,4,0.0
132,86,Shipped,774.57,69.58,9.26,102.96,853.41,USD,2025-01-29T15:59:36Z,2025-02-01T15:59:36Z,,Desktop,CLEARANCE40,2025-01-29T15:59:36Z,Standard,166.44.230.210,Direct,Gift Card,8,0.0
133,87,Returned,1219.87,118.74,0.0,0.0,1338.61,USD,2025-07-03T06:08:50Z,2025-07-06T06:08:50Z,2025-07-12T06:08:50Z,Desktop,FREESHIP,2025-07-03T06:08:50Z,Free Shipping,91.225.85.172,Organic Search,Gift Card,11,1190.48
134,87,Processing,2120.39,133.33,0.0,380.41,2253.72,USD,2023-01-04T20:24:51Z,,,Desktop,FREESHIP,2023-01-04T20:24:51Z,Free Shipping,4.236.9.112,Social Media,Credit Card,10,0.0
135,88,Delivered,141.84,13.28,20.45,0.0,175.57,USD,2021-05-19T14:13:51Z,2021-05-20T14:13:51Z,2021-05-27T14:13:51Z,Desktop,,2021-05-19T14:13:51Z,2-Day,50.112.111.56,Paid Search,Apple Pay,2,0.0
136,88,Delivered,9132.75,884.66,9.22,240.63,10026.63,USD,2022-05-10T06:21:01Z,2022-05-13T06:21:01Z,2022-05-16T06:21:01Z,Mobile,SAVE10,2022-05-10T06:21:01Z,Standard,124.176.238.187,Social Media,Credit Card,14,0.0
137,89,Delivered,3265.73,217.41,19.09,362.86,3502.23,USD,2021-01-06T23:09:52Z,2021-01-08T23:09:52Z,2021-01-13T23:09:52Z,Mobile,SAVE10,2021-01-06T23:09:52Z,2-Day,130.196.1.225,Organic Search,Credit Card,3,0.0
138,90,Shipped,1568.97,140.05,14.13,32.62,1723.15,USD,2023-08-03T14:13:08Z,2023-08-03T14:13:08Z,,Desktop,NEWUSER25,2023-08-03T14:13:08Z,Priority,43.6.38.72,Direct,Credit Card,4,0.0
139,90,Delivered,5901.72,474.57,6.44,454.78,6382.73,USD,2025-07-22T23:11:58Z,2025-07-25T23:11:58Z,2025-07-30T23:11:58Z,Desktop,SAVE20,2025-07-22T23:11:58Z,Standard,152.242.146.98,Organic Search,PayPal,14,0.0
140,90,Cancelled,1512.87,147.11,25.99,13.21,1685.97,USD,2023-07-14T05:04:02Z,,,Mobile,SAVE20,2023-07-14T05:04:02Z,Express,165.66.194.114,Direct,Credit Card,7,1685.97
141,90,Delivered,2135.33,186.76,0.0,509.51,2322.09,USD,2025-07-23T00:08:45Z,2025-07-25T00:08:45Z,2025-07-28T00:08:45Z,Desktop,FREESHIP,2025-07-23T00:08:45Z,Free Shipping,183.172.76.11,Organic Search,Credit Card,13,0.0
142,91,Pending,13670.67,1186.8,7.67,0.0,14865.14,USD,2020-12-26T10:51:31Z,,,Mobile,,2020-12-26T10:51:31Z,Standard,28.45.119.72,Email,Credit Card,33,0.0
143,92,Delivered,2330.69,179.95,15.48,75.58,2526.12,USD,2025-04-24T00:25:43Z,2025-04-27T00:25:43Z,2025-05-02T00:25:43Z,Tablet,SAVE20,2025-04-24T00:25:43Z,Priority,48.93.28.163,Organic Search,PayPal,13,0.0
144,92,Delivered,4902.96,509.42,14.62,1383.09,5427.0,USD,2024-08-12T22:55:44Z,2024-08-13T22:55:44Z,2024-08-19T22:55:44Z,Mobile,SAVE20,2024-08-12T22:55:44Z,Priority,145.222.7.3,Organic Search,Credit Card,12,0.0
145,93,Delivered,7868.32,538.45,23.41,716.58,8430.18,USD,2025-12-11T01:06:26Z,2025-12-14T01:06:26Z,2025-12-16T01:06:26Z,Tablet,SAVE20,2025-12-11T01:06:26Z,2-Day,17.78.165.247,Paid Search,Credit Card,18,0.0
146,94,Delivered,4191.53,446.52,8.32,1010.05,4646.37,USD,2021-09-25T01:15:43Z,2021-09-25T01:15:43Z,2021-09-28T01:15:43Z,Mobile,NEWUSER25,2021-09-25T01:15:43Z,Standard,167.227.8.235,Organic Search,PayPal,15,0.0
147,94,Cancelled,3699.24,286.82,19.42,2273.92,4005.48,USD,2021-09-24T23:17:50Z,,,Mobile,CLEARANCE40,2021-09-24T23:17:50Z,2-Day,14.169.181.76,Organic Search,PayPal,7,4005.48
148,94,Cancelled,9962.96,979.38,9.42,274.14,10951.76,USD,2021-09-24T22:07:47Z,,,Mobile,SAVE10,2021-09-24T22:07:47Z,Standard,90.209.54.241,Organic Search,Credit Card,13,10951.76
149,95,Processing,2404.76,189.84,0.0,216.04,2594.6,USD,2022-11-01T06:01:54Z,,,Mobile,FREESHIP,2022-11-01T06:01:54Z,Free Shipping,147.165.213.225,Paid Search,Gift Card,11,0.0
150,95,Shipped,1046.01,104.66,134.33,0.0,1285.0,USD,2019-01-27T01:04:01Z,2019-01-30T01:04:01Z,,Tablet,,2019-01-27T01:04:01Z,White Glove,82.49.110.114,Paid Search,PayPal,3,0.0
151,95,Delivered,4988.57,324.21,0.0,11.06,5312.78,USD,2022-11-01T04:14:50Z,2022-11-02T04:14:50Z,2022-11-04T04:14:50Z,Mobile,FREESHIP,2022-11-01T04:14:50Z,Free Shipping,173.70.106.193,Paid Search,Credit Card,26,0.0
152,96,Delivered,1909.43,168.71,15.58,219.26,2093.72,USD,2025-01-27T11:10:15Z,2025-01-27T11:10:15Z,2025-02-03T11:10:15Z,Desktop,SAVE10,2025-01-27T11:10:15Z,Priority,121.101.56.161,Paid Search,Apple Pay,10,0.0
153,97,Pending,4129.69,260.23,6.02,160.33,4395.94,USD,2025-08-18T19:16:14Z,,,Mobile,SAVE10,2025-08-18T19:16:14Z,Standard,122.154.60.150,Social Media,Credit Card,12,0.0
154,98,Delivered,7890.41,771.6,19.26,0.0,8681.27,USD,2025-06-07T06:15:20Z,2025-06-09T06:15:20Z,2025-06-11T06:15:20Z,Tablet,,2025-06-07T06:15:20Z,2-Day,19.74.113.197,Social Media,Apple Pay,11,0.0
155,99,Pending,7176.25,631.07,0.0,0.0,7807.32,USD,2025-01-09T23:13:30Z,,,Desktop,FREESHIP,2025-01-09T23:13:30Z,Free Shipping,175.50.65.205,Paid Search,PayPal,11,0.0
156,100,Returned,4361.0,321.91,7.95,573.44,4690.86,USD,2025-12-15T21:03:28Z,2025-12-16T21:03:28Z,2025-12-20T21:03:28Z,Mobile,CLEARANCE40,2025-12-15T21:03:28Z,Standard,90.129.45.123,Paid Search,Apple Pay,17,4266.88
157,100,Delivered,1030.25,81.02,148.79,30.74,1260.06,USD,2025-10-14T17:53:29Z,2025-10-16T17:53:29Z,2025-10-18T17:53:29Z,Desktop,SAVE10,2025-10-14T17:53:29Z,White Glove,25.234.255.212,Paid Search,Credit Card,8,0.0
158,101,Cancelled,4784.67,258.44,28.25,0.0,5071.36,USD,2022-01-27T01:55:09Z,,,Mobile,,2022-01-27T01:55:09Z,Express,14.174.220.135,Organic Search,Gift Card,3,5071.36
159,101,Pending,2505.76,239.85,24.55,106.63,2770.16,USD,2025-04-03T20:33:24Z,,,Desktop,WELCOME15,2025-04-03T20:33:24Z,Express,116.212.70.81,Social Media,Credit Card,13,0.0
160,101,Delivered,689.33,62.05,126.77,113.19,878.15,USD,2025-03-30T03:32:38Z,2025-03-31T03:32:38Z,2025-04-06T03:32:38Z,Desktop,NEWUSER25,2025-03-30T03:32:38Z,White Glove,112.157.38.162,Social Media,Credit Card,6,0.0
161,102,Shipped,10063.72,1071.37,17.39,2950.34,11152.48,USD,2023-10-26T05:36:37Z,2023-10-26T05:36:37Z,,Mobile,WELCOME15,2023-10-26T05:36:37Z,Priority,178.182.21.151,Organic Search,PayPal,29,0.0
162,102,Delivered,5473.09,368.45,21.58,139.63,5863.12,USD,2024-12-03T14:43:36Z,2024-12-04T14:43:36Z,2024-12-10T14:43:36Z,Desktop,SAVE10,2024-12-03T14:43:36Z,Express,165.143.193.104,Direct,Cash on Delivery,10,0.0
163,102,Delivered,13241.1,1571.75,7.65,0.0,14820.5,USD,2022-09-09T12:05:33Z,2022-09-11T12:05:33Z,2022-09-14T12:05:33Z,Mobile,,2022-09-09T12:05:33Z,Standard,1.33.45.57,Referral,Gift Card,9,0.0
164,103,Delivered,1955.0,165.03,20.79,10.11,2140.82,USD,2021-12-13T00:40:40Z,2021-12-15T00:40:40Z,2021-12-18T00:40:40Z,Mobile,SAVE10,2021-12-13T00:40:40Z,2-Day,157.6.147.62,Direct,Apple Pay,14,0.0
165,104,Pending,1064.23,93.94,16.0,303.54,1174.17,USD,2023-08-02T04:20:30Z,,,Mobile,NEWUSER25,2023-08-02T04:20:30Z,2-Day,36.190.104.202,Email,Credit Card,4,0.0
166,104,Pending,2320.59,199.58,0.0,104.19,2520.17,USD,2025-04-30T16:55:33Z,,,Desktop,FREESHIP,2025-04-30T16:55:33Z,Free Shipping,126.240.153.192,Social Media,Cash on Delivery,14,0.0
167,105,Delivered,1305.91,119.56,7.76,78.52,1433.23,USD,2025-05-02T05:30:30Z,2025-05-05T05:30:30Z,2025-05-07T05:30:30Z,Desktop,NEWUSER25,2025-05-02T05:30:30Z,Standard,3.233.234.25,Paid Search,PayPal,2,0.0
168,106,Cancelled,2431.43,199.03,15.67,0.0,2646.13,USD,2024-11-21T11:21:20Z,,,Mobile,,2024-11-21T11:21:20Z,Priority,82.106.104.28,Email,PayPal,15,2646.13
169,107,Shipped,5672.67,499.4,0.0,867.18,6172.07,USD,2023-02-04T02:11:16Z,2023-02-06T02:11:16Z,,Desktop,FREESHIP,2023-02-04T02:11:16Z,Free Shipping,6.174.254.219,Direct,PayPal,21,0.0
170,107,Delivered,3580.52,386.37,6.47,665.28,3973.36,USD,2021-07-06T06:12:46Z,2021-07-06T06:12:46Z,2021-07-10T06:12:46Z,Mobile,NEWUSER25,2021-07-06T06:12:46Z,Standard,57.158.236.14,Email,PayPal,19,0.0
171,108,Delivered,3489.52,279.44,15.48,71.0,3784.44,USD,2025-01-26T00:50:16Z,2025-01-28T00:50:16Z,2025-01-30T00:50:16Z,Tablet,CLEARANCE40,2025-01-26T00:50:16Z,Priority,18.230.184.250,Organic Search,Credit Card,15,0.0
172,108,Delivered,1518.39,102.14,13.86,129.38,1634.39,USD,2025-11-29T17:18:05Z,2025-12-01T17:18:05Z,2025-12-07T17:18:05Z,Desktop,CLEARANCE40,2025-11-29T17:18:05Z,Priority,56.181.122.23,Paid Search,PayPal,2,0.0
173,109,Shipped,9033.86,896.92,7.17,1013.79,9937.95,USD,2025-07-12T04:52:51Z,2025-07-14T04:52:51Z,,Mobile,WELCOME15,2025-07-12T04:52:51Z,Standard,178.76.190.172,Social Media,Credit Card,25,0.0
174,110,Processing,8638.67,919.57,6.98,0.0,9565.22,USD,2020-12-05T14:05:49Z,,,Tablet,,2020-12-05T14:05:49Z,Standard,183.210.142.235,Social Media,PayPal,9,0.0
175,110,Processing,2236.04,130.05,0.0,0.0,2366.09,USD,2020-12-05T14:02:28Z,,,Tablet,FREESHIP,2020-12-05T14:02:28Z,Free Shipping,214.52.30.74,Social Media,Credit Card,12,0.0
176,110,Delivered,999.88,152.07,8.67,505.65,1160.62,USD,2021-08-22T20:56:07Z,2021-08-25T20:56:07Z,2021-08-28T20:56:07Z,Desktop,SAVE10,2021-08-22T20:56:07Z,Standard,51.182.15.30,Organic Search,PayPal,7,0.0
177,111,Pending,1691.19,150.18,8.53,263.75,1849.9,USD,2024-01-14T00:02:21Z,,,Desktop,NEWUSER25,2024-01-14T00:02:21Z,Standard,45.8.240.69,Organic Search,Credit Card,9,0.0
178,112,Delivered,1737.75,114.3,0.0,101.52,1852.05,USD,2025-07-05T08:17:32Z,2025-07-06T08:17:32Z,2025-07-13T08:17:32Z,Mobile,NEWUSER25,2025-07-05T08:17:32Z,Free Shipping,22.251.25.200,Organic Search,Credit Card,10,0.0
179,113,Delivered,2099.96,153.35,68.86,68.06,2322.17,USD,2025-05-03T07:42:05Z,2025-05-03T07:42:05Z,2025-05-10T07:42:05Z,Mobile,WELCOME15,2025-05-03T07:42:05Z,White Glove,100.160.17.2,Organic Search,Apple Pay,15,0.0
180,114,Cancelled,1493.79,153.75,18.86,197.94,1666.4,USD,2021-10-02T09:47:23Z,,,Tablet,SAVE20,2021-10-02T09:47:23Z,2-Day,90.129.147.75,Social Media,Gift Card,9,1666.4
181,115,Delivered,4961.4,445.03,21.2,41.38,5427.63,USD,2023-10-20T04:53:07Z,2023-10-23T04:53:07Z,2023-10-26T04:53:07Z,Desktop,NEWUSER25,2023-10-20T04:53:07Z,2-Day,149.15.85.101,Social Media,Credit Card,16,0.0
182,116,Delivered,4671.92,304.87,15.09,405.6,4991.88,USD,2023-01-14T17:13:02Z,2023-01-16T17:13:02Z,2023-01-19T17:13:02Z,Desktop,NEWUSER25,2023-01-14T17:13:02Z,Priority,179.189.182.239,Organic Search,PayPal,11,0.0
183,117,Cancelled,3872.44,346.24,23.35,404.25,4242.03,USD,2025-10-09T01:26:58Z,,,Mobile,NEWUSER25,2025-10-09T01:26:58Z,Express,100.18.202.241,Paid Search,Credit Card,18,4242.03
184,118,Shipped,2195.22,186.39,6.6,309.55,2388.21,USD,2021-11-10T16:19:33Z,2021-11-10T16:19:33Z,,Tablet,SAVE20,2021-11-10T16:19:33Z,Standard,49.14.111.30,Social Media,Credit Card,22,0.0
185,119,Processing,3187.92,287.4,22.5,746.87,3497.82,USD,2024-09-03T23:08:27Z,,,Tablet,NEWUSER25,2024-09-03T23:08:27Z,Express,159.86.156.126,Organic Search,Credit Card,20,0.0
186,119,Pending,5599.04,388.91,0.0,0.0,5987.95,USD,2024-09-03T23:08:04Z,,,Tablet,FREESHIP,2024-09-03T23:08:04Z,Free Shipping,205.175.215.230,Organic Search,PayPal,20,0.0
187,120,Delivered,3643.47,270.65,13.72,0.0,3927.84,USD,2025-10-25T14:59:33Z,2025-10-27T14:59:33Z,2025-10-31T14:59:33Z,Mobile,,2025-10-25T14:59:33Z,Priority,182.93.172.60,Organic Search,PayPal,9,0.0
188,121,Delivered,1970.35,218.77,20.27,180.96,2209.39,USD,2024-08-20T06:02:47Z,2024-08-20T06:02:47Z,2024-08-26T06:02:47Z,Mobile,WELCOME15,2024-08-20T06:02:47Z,2-Day,59.62.142.130,Email,Apple Pay,3,0.0
189,122,Delivered,4023.52,419.13,6.1,159.14,4448.75,USD,2025-03-30T19:42:38Z,2025-04-01T19:42:38Z,2025-04-03T19:42:38Z,Desktop,WELCOME15,2025-03-30T19:42:38Z,Standard,30.132.91.106,Organic Search,Credit Card,6,0.0
190,123,Shipped,5828.59,484.27,0.0,1527.28,6312.86,USD,2024-08-11T20:21:53Z,2024-08-14T20:21:53Z,,Desktop,CLEARANCE40,2024-08-11T20:21:53Z,Free Shipping,146.87.170.72,Email,Cash on Delivery,18,0.0
191,124,Shipped,8337.36,538.59,9.04,28.46,8884.99,USD,2020-08-12T14:29:43Z,2020-08-13T14:29:43Z,,Mobile,WELCOME15,2020-08-12T14:29:43Z,Standard,105.228.39.36,Organic Search,Credit Card,8,0.0
192,124,Returned,16131.6,1206.74,16.81,0.0,17355.15,USD,2020-08-12T14:43:29Z,2020-08-13T14:43:29Z,2020-08-19T14:43:29Z,Mobile,,2020-08-12T14:43:29Z,Priority,94.138.85.156,Organic Search,PayPal,13,14833.34
193,124,Returned,2233.77,167.06,17.37,120.75,2418.2,USD,2019-07-24T06:09:24Z,2019-07-24T06:09:24Z,2019-07-30T06:09:24Z,Mobile,SAVE10,2019-07-24T06:09:24Z,Priority,37.26.224.111,Organic Search,Credit Card,14,2114.05
194,125,Processing,5190.08,468.06,0.0,536.16,5658.14,USD,2025-04-11T19:24:13Z,,,Mobile,NEWUSER25,2025-04-11T19:24:13Z,Free Shipping,166.226.253.74,Referral,Credit Card,18,0.0
195,126,Delivered,2109.87,183.94,17.29,0.0,2311.1,USD,2020-01-06T09:39:17Z,2020-01-07T09:39:17Z,2020-01-14T09:39:17Z,Desktop,,2020-01-06T09:39:17Z,Priority,140.253.12.23,Direct,Credit Card,12,0.0
196,127,Returned,3199.19,288.01,7.04,439.44,3494.24,USD,2016-09-18T07:35:18Z,2016-09-19T07:35:18Z,2016-09-21T07:35:18Z,Desktop,NEWUSER25,2016-09-18T07:35:18Z,Standard,48.83.213.37,Social Media,Credit Card,15,3073.44
197,128,Delivered,1740.56,169.63,16.44,98.8,1926.63,USD,2025-12-04T08:34:42Z,2025-12-07T08:34:42Z,2025-12-10T08:34:42Z,Desktop,SAVE10,2025-12-04T08:34:42Z,2-Day,82.136.148.146,Referral,Apple Pay,8,0.0
198,128,Shipped,11199.12,987.28,18.19,1318.7,12204.59,USD,2024-10-05T22:13:56Z,2024-10-07T22:13:56Z,,Desktop,SAVE10,2024-10-05T22:13:56Z,2-Day,102.199.42.194,Direct,Credit Card,14,0.0
199,129,Delivered,780.88,59.21,15.62,40.37,855.71,USD,2023-06-07T19:24:10Z,2023-06-07T19:24:10Z,2023-06-13T19:24:10Z,Mobile,SAVE20,2023-06-07T19:24:10Z,Priority,24.98.225.250,Social Media,Credit Card,6,0.0
200,130,Processing,2645.54,200.73,17.86,464.13,2864.13,USD,2019-05-28T13:45:02Z,,,Tablet,SAVE20,2019-05-28T13:45:02Z,Priority,166.75.235.224,Organic Search,PayPal,13,0.0
201,131,Cancelled,5448.8,565.76,0.0,237.4,6014.56,USD,2023-05-16T10:56:32Z,,,Mobile,CLEARANCE40,2023-05-16T10:56:32Z,Free Shipping,197.104.226.213,Direct,PayPal,12,6014.56
202,132,Processing,2780.39,159.6,0.0,0.0,2939.99,USD,2024-09-14T21:12:15Z,,,Desktop,,2024-09-14T21:12:15Z,Free Shipping,136.219.107.153,Organic Search,Credit Card,3,0.0
203,133,Shipped,1163.97,64.18,28.99,0.0,1257.14,USD,2024-01-25T17:39:37Z,2024-01-28T17:39:37Z,,Mobile,,2024-01-25T17:39:37Z,Express,108.162.143.40,Organic Search,Gift Card,4,0.0
204,133,Delivered,7962.66,813.06,0.0,0.0,8775.72,USD,2025-11-04T09:56:42Z,2025-11-05T09:56:42Z,2025-11-09T09:56:42Z,Desktop,FREESHIP,2025-11-04T09:56:42Z,Free Shipping,75.222.15.116,Organic Search,Cash on Delivery,10,0.0
205,134,Delivered,4050.67,335.5,9.88,488.77,4396.05,USD,2017-09-26T14:47:31Z,2017-09-27T14:47:31Z,2017-10-02T14:47:31Z,Desktop,SAVE20,2017-09-26T14:47:31Z,Standard,91.26.21.52,Organic Search,Credit Card,15,0.0
206,135,Delivered,3069.32,189.53,22.42,0.0,3281.27,USD,2025-11-14T02:55:47Z,2025-11-17T02:55:47Z,2025-11-20T02:55:47Z,Desktop,,2025-11-14T02:55:47Z,Express,200.74.11.246,Paid Search,Credit Card,8,0.0
207,136,Shipped,4948.36,441.23,27.17,547.14,5416.76,USD,2025-11-26T16:15:28Z,2025-11-27T16:15:28Z,,Mobile,SAVE20,2025-11-26T16:15:28Z,Express,37.186.144.187,Direct,Cash on Delivery,14,0.0
208,137,Returned,385.66,26.09,14.81,128.56,426.56,USD,2023-06-02T11:36:24Z,2023-06-02T11:36:24Z,2023-06-09T11:36:24Z,Desktop,NEWUSER25,2023-06-02T11:36:24Z,Priority,61.174.62.250,Organic Search,Credit Card,2,365.58
209,138,Shipped,412.15,1007.83,148.69,8178.16,1568.67,USD,2025-06-30T04:26:32Z,2025-07-02T04:26:32Z,,Mobile,SAVE20,2025-06-30T04:26:32Z,White Glove,58.122.177.30,Referral,PayPal,10,0.0
210,138,Processing,5033.53,512.67,8.13,29.15,5554.33,USD,2025-06-30T01:07:59Z,,,Mobile,WELCOME15,2025-06-30T01:07:59Z,Standard,173.114.98.28,Referral,PayPal,10,0.0
211,138,Delivered,4698.49,519.45,21.37,21.91,5239.31,USD,2025-06-30T01:18:28Z,2025-07-01T01:18:28Z,2025-07-03T01:18:28Z,Mobile,NEWUSER25,2025-06-30T01:18:28Z,Express,174.176.1.80,Referral,Apple Pay,6,0.0
212,139,Delivered,4897.42,439.72,7.93,1218.14,5345.07,USD,2018-11-30T03:21:59Z,2018-12-01T03:21:59Z,2018-12-08T03:21:59Z,Tablet,SAVE10,2018-11-30T03:21:59Z,Standard,69.10.196.205,Organic Search,Credit Card,9,0.0
213,139,Shipped,8302.13,733.04,0.0,37.83,9035.17,USD,2021-01-16T02:13:06Z,2021-01-18T02:13:06Z,,Desktop,FREESHIP,2021-01-16T02:13:06Z,Free Shipping,46.152.194.243,Social Media,Credit Card,18,0.0
214,140,Delivered,1256.86,84.85,15.36,328.76,1357.07,USD,2025-04-17T19:14:43Z,2025-04-17T19:14:43Z,2025-04-24T19:14:43Z,Desktop,SAVE20,2025-04-17T19:14:43Z,Priority,94.116.215.66,Social Media,Credit Card,6,0.0
215,140,Processing,1444.99,121.39,18.92,94.97,1585.3,USD,2025-03-23T08:28:01Z,,,Desktop,SAVE10,2025-03-23T08:28:01Z,Priority,205.40.140.42,Paid Search,Cash on Delivery,9,0.0
216,140,Processing,2192.7,176.4,6.34,0.0,2375.44,USD,2025-09-30T08:32:31Z,,,Desktop,,2025-09-30T08:32:31Z,Standard,65.214.53.121,Paid Search,PayPal,7,0.0
217,140,Processing,86.95,6.24,18.23,0.0,111.42,USD,2024-11-15T10:16:42Z,,,Mobile,,2024-11-15T10:16:42Z,2-Day,181.123.0.142,Direct,Credit Card,1,0.0
218,141,Delivered,6725.63,661.74,0.0,0.0,7387.37,USD,2023-11-24T02:06:10Z,2023-11-24T02:06:10Z,2023-11-28T02:06:10Z,Desktop,FREESHIP,2023-11-24T02:06:10Z,Free Shipping,45.12.75.95,Direct,Apple Pay,11,0.0
219,141,Shipped,1845.32,159.02,8.83,461.33,2013.17,USD,2024-08-28T15:55:09Z,2024-08-29T15:55:09Z,,Mobile,SAVE20,2024-08-28T15:55:09Z,Standard,149.14.205.234,Direct,Credit Card,5,0.0
220,141,Cancelled,4812.09,396.41,27.64,322.07,5236.14,USD,2023-11-24T01:06:10Z,,,Desktop,NEWUSER25,2023-11-24T01:06:10Z,Express,40.246.247.99,Direct,Credit Card,12,5236.14
221,141,Delivered,4395.26,327.15,6.61,546.85,4729.02,USD,2024-08-28T16:51:26Z,2024-08-29T16:51:26Z,2024-09-01T16:51:26Z,Mobile,WELCOME15,2024-08-28T16:51:26Z,Standard,181.248.188.236,Direct,PayPal,15,0.0
