payment_ref,order_ref,payment_type,gateway_provider,payment_status,gateway_transaction_id,transaction_fee,refund_total,transaction_date,refund_processed_date,payment_amount,currency_code,record_created,customer_ip,billing_country,card_last_four,card_brand,authorization_code,risk_score,retry_attempt
140,140,Credit Card,Braintree,Refunded,bt_26484470090,40.45,1685.97,2023-07-14T04:42:02Z,2023-07-22T04:42:02Z,1685.97,USD,2023-07-14T04:42:22Z,165.66.194.114,US,4293,American Express,,38,0
141,141,Credit Card,Stripe,Completed,pi_24854060772226,38.22,0.0,2025-07-23T00:06:45Z,,2322.09,USD,2025-07-23T00:07:02Z,183.172.76.11,US,7555,Visa,AUTH-304889,52,0
142,142,Credit Card,Authorize.net,Pending,,0.0,0.0,2020-12-26T10:32:31Z,,14865.14,USD,2020-12-26T10:32:53Z,28.45.119.72,US,6492,Visa,,5,0
143,143,PayPal,PayPal,Completed,PAY-86699447536,75.13,0.0,2025-04-24T00:17:43Z,,2526.12,USD,2025-04-24T00:18:03Z,48.93.28.163,US,,,,8,0
144,144,Credit Card,Adyen,Completed,ADY7594361275580,94.26,0.0,2024-08-12T22:54:44Z,,5427.0,USD,2024-08-12T22:54:47Z,145.222.7.3,US,3038,Visa,AUTH-821691,27,0
145,145,Credit Card,Stripe,Completed,pi_96366061233180,164.03,0.0,2025-12-11T00:52:26Z,,8430.18,USD,2025-12-11T00:52:43Z,17.78.165.247,CA,7937,Visa,AUTH-171484,24,0
146,146,PayPal,PayPal,Completed,PAY-98878516127,129.87,0.0,2021-09-25T01:02:43Z,,4646.37,USD,2021-09-25T01:03:03Z,167.227.8.235,US,,,,55,0
147,147,PayPal,PayPal,Refunded,PAY-99542129554,110.21,4005.48,2021-09-24T23:12:50Z,2021-10-01T23:12:50Z,4005.48,USD,2021-09-24T23:13:46Z,14.169.181.76,US,,,,10,0
148,148,Credit Card,Braintree,Refunded,bt_27333643719,286.01,10951.76,2021-09-24T22:01:47Z,2021-09-29T22:01:47Z,10951.76,USD,2021-09-24T22:01:54Z,90.209.54.241,US,9000,MasterCard,,6,0
149,149,Gift Card,Stripe,Completed,pi_53560426954622,0.0,0.0,2022-11-01T05:46:54Z,,2594.6,USD,2022-11-01T05:47:33Z,147.165.213.225,US,,,,18,0
150,150,PayPal,PayPal,Completed,PAY-85306189499,28.28,0.0,2019-01-27T00:39:01Z,,1285.0,USD,2019-01-27T00:39:46Z,82.49.110.114,US,,,,45,1
151,151,Credit Card,Authorize.net,Completed,AUTH714645014,135.9,0.0,2022-11-01T03:53:50Z,,5312.78,USD,2022-11-01T03:54:05Z,173.70.106.193,US,7568,American Express,AUTH-309636,5,0
152,152,Apple Pay,Braintree,Completed,bt_51297524698,61.89,0.0,2025-01-27T10:58:15Z,,2093.72,USD,2025-01-27T10:58:38Z,121.101.56.161,US,,,,15,0
153,153,Credit Card,Braintree,Pending,,0.0,0.0,2025-08-18T18:57:14Z,,4395.94,USD,2025-08-18T18:58:03Z,122.154.60.150,CA,3038,Visa,,21,0
154,154,Apple Pay,Stripe,Completed,pi_71905697683995,246.26,0.0,2025-06-07T05:48:20Z,,8681.27,USD,2025-06-07T05:48:24Z,19.74.113.197,US,,,,27,0
155,155,PayPal,Braintree,Pending,,0.0,0.0,2025-01-09T23:05:30Z,,7807.32,USD,2025-01-09T23:05:31Z,175.50.65.205,US,,,,36,0
156,156,Apple Pay,Adyen,Partially Refunded,ADY7427208826513,119.39,4266.88,2025-12-15T20:41:28Z,2025-12-25T00:00:00Z,4690.86,USD,2025-12-15T20:42:06Z,90.129.45.123,US,,,,15,0
157,157,Credit Card,Square,Completed,sq_17284725451047,29.97,0.0,2025-10-14T17:52:29Z,,1260.06,USD,2025-10-14T17:52:36Z,25.234.255.212,US,5096,MasterCard,AUTH-127345,2,2
158,158,Gift Card,Stripe,Refunded,pi_61562352495398,0.0,5071.36,2022-01-27T01:41:09Z,2022-02-10T01:41:09Z,5071.36,USD,2022-01-27T01:41:48Z,14.174.220.135,US,,,,23,0
159,159,Credit Card,Authorize.net,Pending,,0.0,0.0,2025-04-03T20:09:24Z,,2770.16,USD,2025-04-03T20:09:53Z,116.212.70.81,US,5982,Visa,,5,0
160,160,Credit Card,Stripe,Completed,pi_60304861037281,28.14,0.0,2025-03-30T03:08:38Z,,878.15,USD,2025-03-30T03:09:06Z,112.157.38.162,US,1687,MasterCard,AUTH-409301,5,0
161,161,PayPal,PayPal,Completed,PAY-96650068074,282.98,0.0,2023-10-26T05:33:37Z,,11152.48,USD,2023-10-26T05:34:16Z,178.182.21.151,US,,,,23,0
162,162,Cash on Delivery,COD,Completed,COD000162,0.0,0.0,2024-12-03T14:29:36Z,,5863.12,USD,2024-12-03T14:30:29Z,165.143.193.104,US,,,,3,0
163,163,Gift Card,Stripe,Completed,pi_77911110047351,0.0,0.0,2022-09-09T11:55:33Z,,14820.5,USD,2022-09-09T11:55:51Z,1.33.45.57,US,,,,24,0
164,164,Apple Pay,Stripe,Completed,pi_58846807869560,56.1,0.0,2021-12-13T00:27:40Z,,2140.82,USD,2021-12-13T00:27:47Z,157.6.147.62,US,,,,3,0
165,165,Credit Card,Stripe,Pending,,0.0,0.0,2023-08-02T04:01:30Z,,1174.17,USD,2023-08-02T04:02:17Z,36.190.104.202,US,6507,JCB,,54,0
166,166,Cash on Delivery,COD,Pending,,0.0,0.0,2025-04-30T16:28:33Z,,2520.17,USD,2025-04-30T16:29:05Z,126.240.153.192,US,,,,4,0
167,167,PayPal,PayPal,Completed,PAY-29574667258,38.27,0.0,2025-05-02T05:23:30Z,,1433.23,USD,2025-05-02T05:23:41Z,3.233.234.25,US,,,,13,0
168,168,PayPal,Braintree,Refunded,bt_44698318729,61.35,2646.13,2024-11-21T11:19:20Z,2024-12-04T11:19:20Z,2646.13,USD,2024-11-21T11:19:49Z,82.106.104.28,US,,,,22,0
169,169,PayPal,Braintree,Completed,bt_43343619550,137.45,0.0,2023-02-04T01:52:16Z,,6172.07,USD,2023-02-04T01:53:15Z,6.174.254.219,US,,,,6,0
170,170,PayPal,Braintree,Completed,bt_16252116669,67.58,0.0,2021-07-06T05:52:46Z,,3973.36,USD,2021-07-06T05:53:34Z,57.158.236.14,US,,,,5,1
171,171,Credit Card,Braintree,Completed,bt_37559783695,119.95,0.0,2025-01-26T00:29:16Z,,3784.44,USD,2025-01-26T00:30:15Z,18.230.184.250,CA,7571,MasterCard,AUTH-159493,42,1
172,172,PayPal,Braintree,Completed,bt_85259985639,28.34,0.0,2025-11-29T16:56:05Z,,1634.39,USD,2025-11-29T16:56:56Z,56.181.122.23,CA,,,,62,1
173,173,Credit Card,Braintree,Completed,bt_64307602225,338.67,0.0,2025-07-12T04:50:51Z,,9937.95,USD,2025-07-12T04:51:26Z,178.76.190.172,CA,6252,American Express,AUTH-241342,80,0
174,174,PayPal,Braintree,Completed,bt_53399542129,258.26,0.0,2020-12-05T14:04:49Z,,9565.22,USD,2020-12-05T14:04:50Z,183.210.142.235,US,,,,51,0
175,175,Credit Card,Authorize.net,Completed,AUTH745358544,59.7,0.0,2020-12-05T13:32:28Z,,2366.09,USD,2020-12-05T13:33:25Z,214.52.30.74,US,3564,American Express,AUTH-971737,77,0
176,176,PayPal,PayPal,Completed,PAY-81891152389,26.38,0.0,2021-08-22T20:29:07Z,,1160.62,USD,2021-08-22T20:29:08Z,51.182.15.30,US,,,,3,0
177,177,Credit Card,Adyen,Pending,,0.0,0.0,2024-01-13T23:51:21Z,,1849.9,USD,2024-01-13T23:51:29Z,45.8.240.69,US,8484,JCB,,12,0
178,178,Credit Card,Braintree,Completed,bt_72653226766,33.81,0.0,2025-07-05T08:11:32Z,,1852.05,USD,2025-07-05T08:11:39Z,22.251.25.200,US,8216,Visa,AUTH-326129,41,0
179,179,Apple Pay,Braintree,Completed,bt_16127872648,65.51,0.0,2025-05-03T07:22:05Z,,2322.17,USD,2025-05-03T07:22:57Z,100.160.17.2,US,,,,11,0
180,180,Gift Card,Square,Refunded,sq_13035719350723,0.0,1666.4,2021-10-02T09:28:23Z,2021-10-06T09:28:23Z,1666.4,USD,2021-10-02T09:28:36Z,90.129.147.75,US,,,,16,0
181,181,Credit Card,Square,Completed,sq_90771744159733,87.77,0.0,2023-10-20T04:39:07Z,,5427.63,USD,2023-10-20T04:40:04Z,149.15.85.101,CA,5146,Visa,AUTH-725609,3,0
182,182,PayPal,Braintree,Completed,bt_11833765963,92.5,0.0,2023-01-14T17:09:02Z,,4991.88,USD,2023-01-14T17:09:50Z,179.189.182.239,US,,,,18,0
183,183,Credit Card,Stripe,Refunded,pi_93882567572735,70.47,4242.03,2025-10-09T01:16:58Z,2025-10-23T01:16:58Z,4242.03,USD,2025-10-09T01:17:58Z,100.18.202.241,US,3561,Discover,,0,0
184,184,Credit Card,Braintree,Completed,bt_13207898698,81.59,0.0,2021-11-10T15:49:33Z,,2388.21,USD,2021-11-10T15:49:46Z,49.14.111.30,US,6959,American Express,AUTH-265996,6,1
185,185,Credit Card,Stripe,Completed,pi_75347415690849,91.68,0.0,2024-09-03T22:54:27Z,,3497.82,USD,2024-09-03T22:55:21Z,159.86.156.126,CA,7007,MasterCard,AUTH-174324,26,0
186,186,PayPal,PayPal,Pending,,0.0,0.0,2024-09-03T23:01:04Z,,5987.95,USD,2024-09-03T23:01:35Z,205.175.215.230,CA,,,,46,0
187,187,PayPal,PayPal,Completed,PAY-98092489601,135.34,0.0,2025-10-25T14:49:33Z,,3927.84,USD,2025-10-25T14:49:48Z,182.93.172.60,US,,,,21,0
188,188,Apple Pay,Stripe,Completed,pi_74322716600777,38.47,0.0,2024-08-20T05:50:47Z,,2209.39,USD,2024-08-20T05:51:45Z,59.62.142.130,US,,,,12,0
189,189,Credit Card,Stripe,Completed,pi_49240568975880,94.96,0.0,2025-03-30T19:12:38Z,,4448.75,USD,2025-03-30T19:13:07Z,30.132.91.106,US,4799,Visa,AUTH-636178,12,0
190,190,Cash on Delivery,COD,Completed,COD000190,0.0,0.0,2024-08-11T20:19:53Z,,6312.86,USD,2024-08-11T20:20:00Z,146.87.170.72,US,,,,0,2
191,191,Credit Card,Adyen,Completed,ADY7740032994598,195.22,0.0,2020-08-12T14:11:43Z,,8884.99,USD,2020-08-12T14:11:49Z,105.228.39.36,US,8604,MasterCard,AUTH-169855,15,0
192,192,PayPal,PayPal,Partially Refunded,PAY-57827841237,443.34,14833.34,2020-08-12T14:28:29Z,2020-08-17T14:28:29Z,17355.15,USD,2020-08-12T14:29:20Z,94.138.85.156,US,,,,1,0
193,193,Credit Card,Adyen,Partially Refunded,ADY3937393163672,47.77,2114.05,2019-07-24T05:50:24Z,2019-07-30T05:50:24Z,2418.2,USD,2019-07-24T05:51:07Z,37.26.224.111,US,2621,Visa,,6,0
194,194,Credit Card,Braintree,Completed,bt_52557907759,164.8,0.0,2025-04-11T19:12:13Z,,5658.14,USD,2025-04-11T19:12:17Z,166.226.253.74,US,8495,Visa,AUTH-120660,55,0
195,195,Credit Card,Square,Completed,sq_89760611751661,68.9,0.0,2020-01-06T09:15:17Z,,2311.1,USD,2020-01-06T09:15:22Z,140.253.12.23,US,7631,Visa,AUTH-408106,48,0
196,196,Credit Card,Braintree,Partially Refunded,bt_17551256240,86.05,3073.44,2016-09-18T07:13:18Z,2016-09-29T07:13:18Z,3494.24,USD,2016-09-18T07:14:18Z,48.83.213.37,US,3482,MasterCard,,42,0
197,197,Apple Pay,Square,Completed,sq_39405501946201,34.15,0.0,2025-12-04T08:06:42Z,,1926.63,USD,2025-12-04T08:07:17Z,82.136.148.146,US,,,,3,1
198,198,Credit Card,Square,Completed,sq_40253039094790,350.79,0.0,2024-10-05T21:53:56Z,,12204.59,USD,2024-10-05T21:54:04Z,102.199.42.194,US,8350,American Express,AUTH-810910,6,0
199,199,Credit Card,Stripe,Completed,pi_26363961511338,29.09,0.0,2023-06-07T18:58:10Z,,855.71,USD,2023-06-07T18:59:07Z,24.98.225.250,US,1365,MasterCard,AUTH-168569,52,0
200,200,PayPal,PayPal,Completed,PAY-20464173683,84.98,0.0,2019-05-28T13:40:02Z,,2864.13,USD,2019-05-28T13:41:02Z,166.75.235.224,US,,,,58,1
201,201,PayPal,Braintree,Refunded,bt_21932293921,198.76,6014.56,2023-05-16T10:54:32Z,2023-05-27T10:54:32Z,6014.56,USD,2023-05-16T10:55:09Z,197.104.226.213,US,,,,13,0
202,202,Credit Card,Braintree,Completed,bt_74768222566,49.92,0.0,2024-09-14T20:42:15Z,,2939.99,USD,2024-09-14T20:42:31Z,136.219.107.153,US,7836,American Express,AUTH-408699,25,0
203,203,Gift Card,Stripe,Completed,pi_11390548024479,0.0,0.0,2024-01-25T17:25:37Z,,1257.14,USD,2024-01-25T17:26:18Z,108.162.143.40,US,,,,58,0
204,204,Cash on Delivery,COD,Completed,COD000204,0.0,0.0,2025-11-04T09:40:42Z,,8775.72,USD,2025-11-04T09:41:03Z,75.222.15.116,US,,,,7,2
205,205,Credit Card,Stripe,Completed,pi_52432325971567,136.92,0.0,2017-09-26T14:35:31Z,,4396.05,USD,2017-09-26T14:35:39Z,91.26.21.52,US,9282,MasterCard,AUTH-519281,52,1
206,206,Credit Card,Adyen,Completed,ADY1162279878861,69.13,0.0,2025-11-14T02:47:47Z,,3281.27,USD,2025-11-14T02:48:20Z,200.74.11.246,US,6374,Visa,AUTH-873806,1,0
207,207,Cash on Delivery,COD,Completed,COD000207,0.0,0.0,2025-11-26T15:46:28Z,,5416.76,USD,2025-11-26T15:47:08Z,37.186.144.187,US,,,,5,0
208,208,Credit Card,Braintree,Partially Refunded,bt_76074757581,12.83,365.58,2023-06-02T11:30:24Z,2023-06-04T11:30:24Z,426.56,USD,2023-06-02T11:30:58Z,61.174.62.250,US,7185,MasterCard,,11,0
209,209,PayPal,Braintree,Completed,bt_32708979177,23.9,0.0,2025-06-30T03:56:32Z,,1568.67,USD,2025-06-30T03:57:15Z,58.122.177.30,US,,,,38,0
210,210,PayPal,Braintree,Completed,bt_13769749846,117.14,0.0,2025-06-30T00:42:59Z,,5554.33,USD,2025-06-30T00:43:24Z,173.114.98.28,US,,,,35,0
211,211,Apple Pay,Adyen,Completed,ADY4430124628906,159.66,0.0,2025-06-30T00:54:28Z,,5239.31,USD,2025-06-30T00:55:13Z,174.176.1.80,US,,,,7,0
212,212,Credit Card,Stripe,Completed,pi_89802533674509,171.75,0.0,2018-11-30T03:10:59Z,,5345.07,USD,2018-11-30T03:11:43Z,69.10.196.205,US,9956,Visa,AUTH-620898,69,1
213,213,Credit Card,Stripe,Completed,pi_74623870219150,286.66,0.0,2021-01-16T02:00:06Z,,9035.17,USD,2021-01-16T02:00:17Z,46.152.194.243,US,8545,Visa,AUTH-950414,27,0
214,214,Credit Card,Braintree,Completed,bt_39100765443,41.82,0.0,2025-04-17T18:51:43Z,,1357.07,USD,2025-04-17T18:51:48Z,94.116.215.66,US,7156,American Express,AUTH-523419,25,0
215,215,Cash on Delivery,COD,Completed,COD000215,0.0,0.0,2025-03-23T08:26:01Z,,1585.3,USD,2025-03-23T08:26:35Z,205.40.140.42,US,,,,5,0
216,216,PayPal,PayPal,Completed,PAY-23906614597,44.43,0.0,2025-09-30T08:05:31Z,,2375.44,USD,2025-09-30T08:05:54Z,65.214.53.121,US,,,,28,0
217,217,Credit Card,Braintree,Completed,bt_35836064437,3.92,0.0,2024-11-15T10:12:42Z,,111.42,USD,2024-11-15T10:13:27Z,181.123.0.142,US,8994,Visa,AUTH-583546,3,0
218,218,Apple Pay,Stripe,Completed,pi_70138848117005,201.52,0.0,2023-11-24T01:44:10Z,,7387.37,USD,2023-11-24T01:44:36Z,45.12.75.95,US,,,,19,0
219,219,Credit Card,Stripe,Completed,pi_31492039870938,39.31,0.0,2024-08-28T15:31:09Z,,2013.17,USD,2024-08-28T15:31:45Z,149.14.205.234,US,1553,Discover,AUTH-434392,13,0
220,220,Credit Card,Stripe,Refunded,pi_58923157432656,176.9,5236.14,2023-11-24T01:03:10Z,2023-11-29T01:03:10Z,5236.14,USD,2023-11-24T01:03:57Z,40.246.247.99,US,5042,Visa,,7,0
221,221,PayPal,PayPal,Completed,PAY-35491783538,118.45,0.0,2024-08-28T16:27:26Z,,4729.02,USD,2024-08-28T16:28:10Z,181.248.188.236,US,,,,16,0
222,222,Credit Card,Square,Completed,sq_93880146920908,22.79,0.0,2025-12-06T23:14:01Z,,829.03,USD,2025-12-06T23:14:25Z,160.100.40.21,US,5943,Visa,AUTH-129558,3,1
223,223,Credit Card,Braintree,Completed,bt_70703587341,111.9,0.0,2023-02-08T20:44:01Z,,5474.56,USD,2023-02-08T20:44:38Z,53.143.212.9,US,6236,Visa,AUTH-249175,7,0
224,224,PayPal,Braintree,Refunded,bt_56258124960,112.83,3933.65,2023-02-17T16:22:40Z,2023-02-20T16:22:40Z,3933.65,USD,2023-02-17T16:23:17Z,23.202.194.32,US,,,,78,0
225,225,Credit Card,Adyen,Completed,ADY2269151785417,63.53,0.0,2023-07-20T10:13:04Z,,1944.0,USD,2023-07-20T10:13:43Z,181.42.78.90,US,1413,MasterCard,AUTH-567911,65,0
226,226,Apple Pay,Stripe,Partially Refunded,pi_23728067240355,137.73,6513.11,2025-09-02T06:39:14Z,2025-09-12T06:39:14Z,7422.16,USD,2025-09-02T06:40:03Z,99.203.12.69,US,,,,47,0
227,227,Credit Card,Braintree,Completed,bt_16005722683,37.03,0.0,2023-11-22T23:14:01Z,,1495.33,USD,2023-11-22T23:14:58Z,216.9.106.31,US,9299,MasterCard,AUTH-672898,27,0
228,228,PayPal,PayPal,Completed,PAY-41118048783,9.87,0.0,2024-10-06T05:24:39Z,,381.18,USD,2024-10-06T05:24:47Z,193.90.223.4,US,,,,3,0
229,229,PayPal,Braintree,Completed,bt_41289233192,34.06,0.0,2024-03-11T23:11:00Z,,1507.96,USD,2024-03-11T23:11:17Z,161.182.96.30,US,,,,25,0
230,230,Apple Pay,Stripe,Pending,,0.0,0.0,2022-07-26T06:57:54Z,,7320.94,USD,2022-07-26T06:58:31Z,153.187.154.174,CA,,,,22,0
231,231,Apple Pay,Square,Refunded,sq_95611161908935,90.85,3199.99,2024-08-18T19:13:37Z,2024-08-25T19:13:37Z,3199.99,USD,2024-08-18T19:14:08Z,93.134.178.36,US,,,,17,0
232,232,Credit Card,Square,Completed,sq_34410854132912,76.21,0.0,2021-11-19T05:36:31Z,,4075.73,USD,2021-11-19T05:37:25Z,28.24.13.118,US,4324,Visa,AUTH-227436,48,0
233,233,Gift Card,Stripe,Completed,pi_96626661616109,0.0,0.0,2022-05-02T13:05:46Z,,9349.25,USD,2022-05-02T13:05:50Z,190.102.105.226,US,,,,28,0
234,234,Credit Card,Authorize.net,Completed,AUTH118763087,80.25,0.0,2024-10-08T00:40:51Z,,2638.33,USD,2024-10-08T00:41:27Z,220.242.21.102,US,7893,MasterCard,AUTH-589490,19,0
235,235,Credit Card,Square,Completed,sq_51975409339171,263.85,0.0,2018-11-18T06:48:23Z,,9572.39,USD,2018-11-18T06:49:11Z,84.141.251.140,US,8308,MasterCard,AUTH-179118,39,0
236,236,Credit Card,Adyen,Refunded,ADY8160046948087,9.35,411.23,2020-01-25T14:51:45Z,2020-02-01T14:51:45Z,411.23,USD,2020-01-25T14:52:05Z,177.37.21.143,US,1059,Discover,,46,0
237,237,Credit Card,Square,Completed,sq_41928199262867,191.53,0.0,2021-08-24T04:37:03Z,,10176.59,USD,2021-08-24T04:37:17Z,218.112.153.116,US,4519,Visa,AUTH-394198,44,0
238,238,Credit Card,Braintree,Completed,bt_91635783949,237.61,0.0,2025-07-29T16:18:37Z,,10870.35,USD,2025-07-29T16:19:33Z,29.85.161.239,US,6057,Visa,AUTH-472298,20,0
239,239,Cash on Delivery,COD,Completed,COD000239,0.0,0.0,2025-07-29T13:00:22Z,,554.59,USD,2025-07-29T13:00:34Z,11.19.96.222,US,,,,7,0
240,240,Credit Card,Authorize.net,Completed,AUTH526321523,6.84,0.0,2023-06-18T19:58:37Z,,254.81,USD,2023-06-18T19:59:00Z,80.232.7.245,US,2395,Visa,AUTH-602173,1,1
241,241,Gift Card,Square,Pending,,0.0,0.0,2022-07-27T10:27:06Z,,7292.22,USD,2022-07-27T10:27:51Z,172.154.72.101,CA,,,,18,0
242,242,Credit Card,Braintree,Completed,bt_31960331864,11.0,0.0,2025-05-25T20:45:14Z,,638.93,USD,2025-05-25T20:45:44Z,77.242.216.164,US,5235,Discover,AUTH-764879,35,0
243,243,Credit Card,Braintree,Completed,bt_65480126496,34.85,0.0,2025-05-25T17:24:02Z,,2238.1,USD,2025-05-25T17:24:16Z,134.137.34.15,US,9196,JCB,AUTH-263856,40,0
244,244,PayPal,PayPal,Completed,PAY-80544589452,80.87,0.0,2025-06-08T18:45:30Z,,2659.36,USD,2025-06-08T18:46:21Z,210.22.249.160,US,,,,29,0
245,245,Credit Card,Authorize.net,Completed,AUTH982466900,219.23,0.0,2025-06-08T21:46:17Z,,7107.02,USD,2025-06-08T21:47:05Z,171.84.16.22,US,7125,American Express,AUTH-227063,17,0
246,246,Credit Card,Stripe,Completed,pi_97877736063607,47.13,0.0,2025-01-13T13:59:14Z,,2018.56,USD,2025-01-13T13:59:32Z,193.47.206.147,US,5246,American Express,AUTH-870991,25,0
247,247,Credit Card,Authorize.net,Completed,AUTH567006633,61.04,0.0,2024-10-12T06:42:45Z,,2240.07,USD,2024-10-12T06:43:04Z,86.89.223.245,US,3324,MasterCard,AUTH-802257,20,0
248,248,PayPal,Braintree,Completed,bt_32434831638,58.11,0.0,2025-11-28T07:48:28Z,,2512.1,USD,2025-11-28T07:48:48Z,179.123.123.93,US,,,,36,2
249,249,Credit Card,Square,Partially Refunded,sq_83374330998147,61.37,1735.26,2022-05-11T11:36:49Z,2022-05-21T11:36:49Z,1865.52,USD,2022-05-11T11:37:43Z,176.188.4.84,US,5367,Visa,,20,0
250,250,PayPal,PayPal,Completed,PAY-72340337628,124.54,0.0,2024-05-05T12:43:22Z,,4302.98,USD,2024-05-05T12:43:51Z,170.30.135.136,US,,,,12,0
251,251,PayPal,Braintree,Completed,bt_57317604808,112.91,0.0,2022-07-17T02:02:09Z,,4180.34,USD,2022-07-17T02:02:18Z,102.120.15.4,US,,,,18,0
252,252,PayPal,PayPal,Completed,PAY-66329260391,51.95,0.0,2015-08-21T11:07:49Z,,2842.16,USD,2015-08-21T11:08:02Z,102.26.132.196,US,,,,30,0
253,253,Credit Card,Stripe,Completed,pi_93004253390813,25.5,0.0,2019-05-07T11:15:17Z,,1525.2,USD,2019-05-07T11:15:20Z,182.201.242.74,US,5876,American Express,AUTH-266979,2,0
254,254,Credit Card,Square,Completed,sq_11285823551937,70.48,0.0,2020-12-17T11:06:03Z,,2259.58,USD,2020-12-17T11:06:31Z,34.222.147.36,US,1089,MasterCard,AUTH-113739,56,1
255,255,Credit Card,Authorize.net,Refunded,AUTH863357861,18.57,523.51,2025-11-10T04:13:33Z,2025-11-16T04:13:33Z,523.51,USD,2025-11-10T04:14:17Z,139.108.33.223,US,7304,Visa,,36,0
256,256,PayPal,PayPal,Completed,PAY-49960492417,3.72,0.0,2023-05-26T19:34:33Z,,98.48,USD,2023-05-26T19:34:35Z,151.129.124.101,US,,,,5,0
257,257,Credit Card,Square,Completed,sq_78789732509687,237.71,0.0,2018-04-01T07:15:01Z,,11638.65,USD,2018-04-01T07:15:11Z,200.136.217.116,US,2233,Visa,AUTH-981083,2,0
258,258,Apple Pay,Adyen,Completed,ADY5205594663008,111.11,0.0,2023-10-04T00:11:36Z,,5090.05,USD,2023-10-04T00:11:59Z,8.8.110.165,US,,,,35,0
259,259,Gift Card,Square,Completed,sq_90943336846215,0.0,0.0,2025-09-25T03:29:11Z,,3848.26,USD,2025-09-25T03:30:06Z,82.66.210.201,US,,,,20,0
260,260,Cash on Delivery,COD,Completed,COD000260,0.0,0.0,2018-09-15T07:44:31Z,,4092.71,USD,2018-09-15T07:44:52Z,55.81.183.76,US,,,,0,0
261,261,Credit Card,Authorize.net,Completed,AUTH672581427,84.48,0.0,2025-11-01T16:42:50Z,,3078.85,USD,2025-11-01T16:43:36Z,120.174.80.126,US,3192,MasterCard,AUTH-429396,6,0
262,262,Gift Card,Square,Completed,sq_24588262153686,0.0,0.0,2025-01-12T06:35:46Z,,2945.0,USD,2025-01-12T06:36:46Z,64.35.158.210,US,,,,54,0
263,263,Gift Card,Stripe,Completed,pi_19512004590662,0.0,0.0,2025-11-20T12:02:04Z,,3881.01,USD,2025-11-20T12:02:54Z,110.134.195.35,US,,,,3,0
264,264,Apple Pay,Stripe,Completed,pi_65052375271881,54.54,0.0,2025-10-09T06:11:59Z,,1613.82,USD,2025-10-09T06:12:37Z,7.114.156.114,US,,,,33,0
265,265,Credit Card,Authorize.net,Completed,AUTH821335632,82.98,0.0,2025-04-04T18:48:40Z,,3282.0,USD,2025-04-04T18:49:33Z,49.78.171.125,US,5770,Visa,AUTH-942782,5,0
266,266,Credit Card,Authorize.net,Refunded,AUTH519837298,72.99,3025.46,2023-08-08T04:40:01Z,2023-08-18T04:40:01Z,3025.46,USD,2023-08-08T04:40:08Z,140.37.222.30,CA,8100,JCB,,61,0
267,267,PayPal,Braintree,Completed,bt_83026689904,103.99,0.0,2019-04-25T02:53:23Z,,3930.65,USD,2019-04-25T02:53:24Z,195.141.123.223,US,,,,19,0
268,268,Credit Card,Stripe,Completed,pi_46910631604606,194.97,0.0,2025-12-01T16:42:23Z,,10851.27,USD,2025-12-01T16:42:54Z,196.47.58.5,CA,5861,Visa,AUTH-618636,28,2
269,269,Credit Card,Stripe,Completed,pi_38608624082080,123.49,0.0,2025-08-15T03:44:20Z,,4826.32,USD,2025-08-15T03:44:36Z,215.131.76.10,CA,5510,MasterCard,AUTH-413786,2,1
270,270,Cash on Delivery,COD,Completed,COD000270,0.0,0.0,2020-04-16T03:14:41Z,,10661.04,USD,2020-04-16T03:14:59Z,93.76.207.249,US,,,,1,0
271,271,PayPal,PayPal,Completed,PAY-92884282645,174.9,0.0,2021-05-01T09:06:15Z,,5013.62,USD,2021-05-01T09:06:50Z,109.194.90.156,US,,,,39,0
272,272,PayPal,PayPal,Refunded,PAY-67346419465,93.64,2667.24,2020-03-10T04:23:12Z,2020-03-15T04:23:12Z,2667.24,USD,2020-03-10T04:23:55Z,86.46.0.196,CA,,,,6,0
273,273,PayPal,Braintree,Completed,bt_71830149503,37.17,0.0,2022-07-18T18:08:08Z,,1409.3,USD,2022-07-18T18:08:39Z,38.16.92.114,US,,,,30,0
274,274,PayPal,PayPal,Completed,PAY-93927200436,145.08,0.0,2025-11-24T07:24:54Z,,6782.02,USD,2025-11-24T07:25:30Z,101.227.99.204,US,,,,26,0
275,275,PayPal,Braintree,Completed,bt_51341003955,212.99,0.0,2025-11-24T07:27:55Z,,9701.03,USD,2025-11-24T07:28:00Z,223.108.33.164,US,,,,20,0
276,276,Gift Card,Stripe,Completed,pi_41541657577380,0.0,0.0,2021-02-11T16:35:11Z,,2168.28,USD,2021-02-11T16:35:18Z,38.176.163.121,US,,,,14,0
277,277,Apple Pay,Braintree,Completed,bt_82579093790,274.46,0.0,2022-11-25T17:11:54Z,,8310.5,USD,2022-11-25T17:12:42Z,155.147.214.140,US,,,,11,0
278,278,Credit Card,Square,Completed,sq_30826521115634,59.13,0.0,2025-02-03T01:22:05Z,,2371.92,USD,2025-02-03T01:22:33Z,211.177.102.121,US,5932,Visa,AUTH-829947,16,0
279,279,PayPal,Braintree,Completed,bt_16058707940,108.56,0.0,2020-10-12T16:15:55Z,,5396.4,USD,2020-10-12T16:16:55Z,223.212.120.94,US,,,,17,0
280,280,PayPal,PayPal,Completed,PAY-92895065642,257.56,0.0,2022-05-01T01:41:20Z,,7356.94,USD,2022-05-01T01:41:41Z,194.38.42.206,US,,,,6,0
