prod_id,product_name,stock_code,category_ref,cat_name,sub_cat,brand,unit_cost,retail_price,release_date,weight,dimensions,color,size,material,availability_status,inventory_qty,digital_product,avg_customer_rating,review_count,discount_pct
138,"Sony ZenBook 15.6""",SON-ULTR-00138,61,Ultrabooks,,Sony,361.77,910.25,2016-09-14,4.97,89.2x9.6x54.9,Space Gray,128GB,Plastic,Active,180,False,4.1,1540,0
139,Zara Scarf Pink,ZAR-ACCE-00139,21,Accessories,,Zara,144.07,386.78,2022-12-28,0.3,47.3x19.1x17.4,Gray,XL,Leather,Active,36,False,3.9,1003,5
140,Hot Wheels Building Block Set,HOT-BUIL-00140,42,Building Sets,,Hot Wheels,47.94,59.11,2026-05-27,0.9,70.8x69.3x47.8,Orange,,,Pre-order,0,False,0.0,0,0
141,Trek Yoga Mat Orange,TRE-YOGA-00141,75,Yoga & Pilates,Bestseller,Trek,179.65,349.86,2019-07-26,1.8,33.4x46.2x17.9,Gray,,,Active,262,False,4.7,3,0
142,LG Galaxy S1 512GB Red,LG-ANDR-00142,58,Android Phones,,LG,146.96,361.1,2018-05-03,1.32,26.4x34.9x6.2,Space Gray,,Stainless Steel,Active,450,False,4.4,1300,0
143,Canon Home Theater System,CAN-AUDI-00143,13,Audio Equipment,,Canon,161.8,457.6,2023-04-26,1.87,65.9x45.0x49.1,Blue,,Plastic,Archive,19,False,3.7,5,0
144,Kelloggs Green Tea,KEL-BEVE-00144,46,Beverages,Bestseller,Kelloggs,23.85,35.65,2023-08-16,2.68,11.2x5.3x41.0,Orange,,,Active,458,False,4.2,1020,15
145,Pottery Barn Decorative Vase Gold,POT-HOME-00145,26,Home Decor,,Pottery Barn,304.22,673.74,2022-09-05,44.94,70.9x11.7x4.0,Black,,Wood,Active,123,False,4.1,1239,0
146,Mattel STEM Learning Kit,MAT-EDUC-00146,44,Educational Toys,Seasonal,Mattel,26.04,71.75,2023-03-05,5.56,14.7x16.3x30.6,Green,,,Active,120,False,4.3,920,0
147,Scotts Nightstand Wood,SCO-BEDR-00147,71,Bedroom Furniture,New Arrivals,Scotts,39.43,76.54,2024-05-29,16.38,30.8x27.1x53.5,White,,,Active,281,False,3.4,5,0
148,NYX Cologne,NYX-FRAG-00148,35,Fragrances,New Arrivals,NYX,123.32,249.18,2023-12-09,2.61,20.1x27.8x26.8,Orange,,,Archive,16,False,4.9,4,0
149,The Great Adventure DVD Collection,HAC-MOVI-00149,39,Movies,,Hachette,25.97,45.16,2026-05-22,0.0,,Silver,,,Pre-order,0,True,0.0,0,0
150,Thule Car Wax,THU-CARC-00150,52,Car Care,Featured,Thule,198.64,487.01,2016-03-17,9.17,35.8x26.5x26.9,Gold,,,Active,462,False,3.5,1060,0
151,iRobot Queen Bed Frame Wood,IRO-BEDR-00151,71,Bedroom Furniture,New Arrivals,iRobot,355.43,723.3,2022-04-25,32.45,44.5x10.6x33.4,Purple,,,Active,167,False,3.9,771,0
152,Nike Mountain Bike Silver,NIK-CYCL-00152,31,Cycling,,Nike,42.64,55.65,2026-04-01,6.91,71.8x51.0x9.0,,,,Pre-order,0,False,0.0,0,0
153,Nature Made First Aid Kit,NAT-MEDI-00153,55,Medical Supplies,Seasonal,Nature Made,89.89,186.97,2023-09-18,6.2,48.4x74.3x53.9,,,,Active,302,False,3.5,782,0
154,General Mills Rice,GEN-PANT-00154,47,Pantry Staples,Seasonal,General Mills,47.45,99.3,2023-09-03,2.53,74.3x25.0x8.7,Silver,,,Active,176,False,4.4,1659,15
155,JBL Elite Pro 128GB,JBL-SMAR-00155,11,Smartphones,,JBL,543.12,1066.49,2017-06-21,2.82,57.8x15.5x4.7,Gold,64GB,Carbon Fiber,Active,301,False,4.0,1100,0
156,Trek Bike Helmet Brown,TRE-CYCL-00156,31,Cycling,,Trek,38.61,94.19,2023-06-03,6.94,64.3x14.5x32.3,Rose Gold,,,Discontinued,2,False,4.5,1105,59
157,Zara Kids Hoodie Orange,ZAR-KIDS-00157,19,Kids Clothing,Bestseller,Zara,20.36,38.6,2026-01-26,1.87,82.7x5.8x33.5,Brown,M,Cotton,Pre-order,0,False,0.0,0,0
158,Silent Waters DVD Collection V2,UNI-MOVI-00158,39,Movies,,Universal,8.52,18.32,2021-05-27,0.0,,Green,,,Active,106,True,4.8,805,0
159,Canon Smart Band,CAN-WEAR-00159,15,Wearable Technology,,Canon,50.7,124.69,2025-04-05,0.34,38.7x5.2x39.6,Space Gray,128GB,Glass,Active,40,False,3.7,1378,0
160,"Garmin 7000 Notebook 15.6""",GAR-LAPT-00160,12,Laptops,Bestseller,Garmin,683.92,1976.35,2019-10-30,4.03,66.4x5.6x33.3,Silver,,Stainless Steel,Active,71,False,4.5,1545,10
161,Nestle Trail Mix,NES-SNAC-00161,45,Snacks,,Nestle,23.68,63.66,2026-02-22,4.31,52.4x49.3x3.9,Orange,,,Pre-order,0,False,0.0,0,0
162,Canon Fitness Tracker Gray,CAN-WEAR-00162,15,Wearable Technology,,Canon,297.07,768.07,2017-10-20,4.85,94.6x19.1x26.3,Silver,,Plastic,Active,152,False,3.3,3,20
163,Levis Kids Hoodie Black,LEV-KIDS-00163,19,Kids Clothing,Bestseller,Levis,145.22,295.66,2020-12-11,0.17,23.0x38.1x46.9,Blue,XS,Linen,Active,424,False,3.5,286,0
164,Weber Wall Art Print Plus,WEB-HOME-00164,26,Home Decor,,Weber,467.42,1333.2,2021-10-07,10.95,53.8x18.2x36.2,Navy,,Wood,Active,274,False,3.7,970,0
165,Schwinn Barbell Set,SCH-STRE-00165,74,Strength Training,Seasonal,Schwinn,114.28,174.99,2022-04-23,6.29,70.6x22.9x30.6,Gold,,,Active,473,False,3.9,130,0
166,Fisher-Price Fashion Doll,FIS-DOLL-00166,43,Dolls,Bestseller,Fisher-Price,29.09,55.01,2024-02-22,4.12,98.8x65.2x7.1,,,,Archive,15,False,4.1,5,0
167,Maybelline Styling Gel,MAY-HAIR-00167,34,Hair Care,Bestseller,Maybelline,128.68,306.33,2021-05-20,6.29,79.7x35.3x20.9,Orange,,,Active,20,False,4.1,160,15
168,Mystery of Time by Robert Brown Paperback,RAN-FICT-00168,36,Fiction,Featured,Random House,9.96,12.51,2020-04-25,0.0,,Orange,,,Out of Stock,0,True,4.9,967,0
169,Omron Whey Protein,OMR-FITN-00169,54,Fitness Supplements,Bestseller,Omron,110.09,249.53,2023-06-21,4.71,85.5x29.5x2.4,,,,Active,168,False,4.4,99,0
170,Nestle Granola Bars,NES-SNAC-00170,45,Snacks,,Nestle,41.63,82.8,2018-10-30,0.71,62.6x11.9x34.2,,,,Active,481,False,3.9,1269,10
171,"LG XPS 17"" Ultrabook",LG-ULTR-00171,61,Ultrabooks,,LG,411.69,1219.2,2024-12-12,3.05,37.8x48.0x25.2,Black,,Stainless Steel,Active,78,False,4.3,416,0
172,Kelloggs Coffee Beans,KEL-BEVE-00172,46,Beverages,Bestseller,Kelloggs,12.23,16.05,2017-08-21,2.84,61.8x53.7x36.8,,,,Active,135,False,4.2,644,0
173,Ralph Lauren Running Shoes Rose Gold,RAL-FOOT-00173,20,Footwear,Seasonal,Ralph Lauren,116.09,303.6,2023-09-04,1.24,96.3x72.0x5.8,Pink,XXL,Denim,Out of Stock,0,False,4.1,157,0
174,Neutrogena Foundation,NEU-MAKE-00174,33,Makeup,Featured,Neutrogena,138.42,228.45,2024-05-31,5.69,77.2x52.3x46.6,,,,Active,59,False,4.3,970,15
175,Journey Home DVD Collection,WAR-MOVI-00175,39,Movies,,Warner Bros,44.42,80.78,2021-07-08,0.0,,,,,Active,171,True,5.0,906,40
176,Coleman Swim Goggles,COL-WATE-00176,30,Water Sports,,Coleman,57.05,121.89,2026-06-01,0.69,87.3x56.7x3.0,Gold,,,Pre-order,0,False,0.0,0,0
177,Ralph Lauren Womens Sweater Red,RAL-TOPS-00177,68,Tops,,Ralph Lauren,41.7,87.22,2020-06-10,0.74,47.5x17.3x48.5,Gray,S,Wool,Active,382,False,3.6,180,25
178,Nike Fitness Chair,NIK-EXER-00178,27,Exercise Equipment,Featured,Nike,177.79,285.32,2016-07-26,5.7,76.7x16.2x2.1,Rose Gold,,,Active,139,False,3.8,717,0
179,Maybelline Eau de Parfum,MAY-FRAG-00179,35,Fragrances,New Arrivals,Maybelline,11.61,19.86,2019-07-07,9.74,90.1x63.3x18.8,,,,Active,358,False,3.7,1365,30
180,GNC Sleep Tracker,GNC-WELL-00180,56,Wellness Devices,,GNC,123.91,206.78,2021-03-17,6.65,35.5x56.4x38.4,,,,Out of Stock,0,False,3.6,1108,0
181,The North Face Bike Helmet Orange,THE-CYCL-00181,31,Cycling,,The North Face,178.18,425.93,2025-06-25,6.81,14.6x58.3x10.2,,,,Discontinued,12,False,3.5,1649,48
182,Schwinn Baseball Glove,SCH-TEAM-00182,29,Team Sports,Featured,Schwinn,108.48,145.5,2020-09-22,8.68,85.6x38.2x39.3,,,,Active,337,False,3.6,109,0
183,Gap Designer Cabinet Silver,GAP-WOME-00183,18,Womens Clothing,Clearance,Gap,12.37,34.91,2021-06-12,1.07,78.8x26.1x17.9,Blue,L,Nylon,Active,141,False,3.7,292,0
184,Adidas Barbell Set,ADI-STRE-00184,74,Strength Training,Seasonal,Adidas,53.13,114.66,2016-02-12,1.78,5.4x7.6x40.2,,,,Active,327,False,3.6,1151,20
185,Mattel Science Experiment Set,MAT-EDUC-00185,44,Educational Toys,Seasonal,Mattel,47.86,61.43,2025-02-23,5.88,81.6x20.3x13.2,,,,Active,11,False,4.3,1036,0
186,Lenovo Pixel 4 128GB,LEN-ANDR-00186,58,Android Phones,,Lenovo,337.8,632.7,2024-07-28,2.94,40.6x60.6x22.1,Blue,128GB,Carbon Fiber,Active,157,False,4.4,572,0
187,Patagonia Weight Bench,PAT-STRE-00187,74,Strength Training,Seasonal,Patagonia,70.1,165.02,2023-06-30,8.07,87.2x70.4x9.2,,,,Active,143,False,4.3,803,5
188,General Mills Coffee Beans,GEN-BEVE-00188,46,Beverages,Bestseller,General Mills,7.99,12.28,2022-01-14,2.01,99.5x19.8x46.6,,,,Active,44,False,4.5,900,0
189,Schwinn Yoga Block Set,SCH-YOGA-00189,75,Yoga & Pilates,Bestseller,Schwinn,136.67,403.44,2026-04-09,8.17,25.6x55.5x59.3,Beige,,,Pre-order,0,False,0.0,0,0
190,Nike Mens Jeans Silver M,NIK-MENS-00190,65,Mens Pants,,Nike,40.71,74.83,2020-11-28,1.28,77.5x65.7x33.4,Rose Gold,S,Cotton,Active,206,False,4.1,1338,0
191,Pottery Barn Sectional Sofa Green,POT-LIVI-00191,70,Living Room Furniture,Bestseller,Pottery Barn,473.1,1174.37,2016-12-04,15.76,52.2x30.6x59.6,,,Wood,Active,235,False,3.0,253,0
192,Fitbit Latitude 5000,FIT-BUSI-00192,60,Business Laptops,,Fitbit,556.24,1293.15,2025-09-30,1.16,81.2x20.0x5.5,Space Gray,256GB,Glass,Out of Stock,0,False,3.4,513,0
193,Asus Smart Watch Green,ASU-WEAR-00193,15,Wearable Technology,,Asus,632.67,1686.85,2020-06-11,3.0,42.6x38.1x22.4,Silver,,Aluminum,Discontinued,18,False,3.9,886,28
194,Adidas Exercise Bike,ADI-CARD-00194,73,Cardio Machines,,Adidas,126.22,218.72,2023-11-26,7.46,46.5x15.3x28.5,,,,Active,173,False,4.5,329,30
195,Mystery of Time Hardcover Edition,PEN-FICT-00195,36,Fiction,Featured,Penguin,33.25,62.26,2016-12-21,0.0,,,,,Active,388,True,3.9,573,0
196,H&M Mens Polo Shirt Navy,HM-MENS-00196,64,Mens Shirts,Seasonal,H&M,22.35,39.12,2016-06-02,0.57,16.0x50.7x24.7,Beige,L,Silk,Out of Stock,0,False,4.9,1593,0
197,Braun First Aid Kit,BRA-MEDI-00197,55,Medical Supplies,Seasonal,Braun,103.08,143.66,2016-07-31,0.36,84.7x61.1x5.2,Red,,,Out of Stock,0,False,4.2,285,0
198,Craftsman Socket Set,CRA-TOOL-00198,51,Tools,,Craftsman,299.43,526.85,2019-10-26,2.74,53.8x59.3x19.6,Rose Gold,,,Discontinued,7,False,4.1,1123,28
199,Williams-Sonoma Coffee Maker Gray,WIL-KITC-00199,23,Kitchen,Bestseller,Williams-Sonoma,322.24,477.1,2019-08-24,45.76,52.7x31.6x41.6,Navy,,,Archive,5,False,4.2,2,0
200,Puma Classic Shelf Yellow,PUM-MENS-00200,17,Mens Clothing,New Arrivals,Puma,122.46,239.08,2021-12-24,0.36,56.2x45.1x10.9,Rose Gold,XS,Polyester,Discontinued,20,False,4.5,923,20
201,Hot Wheels Science Experiment Set,HOT-EDUC-00201,44,Educational Toys,Seasonal,Hot Wheels,28.32,59.65,2024-08-07,5.74,69.6x8.7x40.7,,,,Discontinued,5,False,4.2,649,32
202,Kraft Trail Mix,KRA-SNAC-00202,45,Snacks,,Kraft,48.93,131.0,2017-03-03,1.46,51.4x53.8x7.1,Navy,,,Active,487,False,4.0,862,0
203,Patagonia Camping Tent,PAT-OUTD-00203,28,Outdoor Recreation,,Patagonia,199.56,544.09,2022-02-27,9.99,23.7x60.5x24.7,,,,Active,131,False,4.9,3,0
204,Adidas Womens Maxi Dress Orange,ADI-DRES-00204,67,Dresses,Bestseller,Adidas,117.72,299.59,2019-07-17,1.72,27.4x39.1x41.8,Navy,S,Linen,Archive,17,False,0.0,0,0
205,Tommy Hilfiger Athletic Shoes Green,TOM-FOOT-00205,20,Footwear,Seasonal,Tommy Hilfiger,143.54,422.57,2019-08-01,1.21,78.7x32.4x31.3,Blue,XL,Nylon,Active,211,False,4.4,446,15
206,"Lenovo Spectre x360 17""",LEN-ULTR-00206,61,Ultrabooks,,Lenovo,364.34,645.31,2021-08-09,3.8,69.4x17.1x8.0,Black,1TB,Aluminum,Active,307,False,3.7,9,0
207,Nike Resistance Band Set,NIK-YOGA-00207,75,Yoga & Pilates,Bestseller,Nike,64.61,95.14,2017-08-18,7.69,31.8x60.5x27.3,,,,Archive,6,False,0.0,0,30
208,"Garmin ZenBook 27""",GAR-ULTR-00208,61,Ultrabooks,,Garmin,226.19,333.6,2020-10-24,2.34,71.2x74.7x10.8,Silver,32GB,Stainless Steel,Active,457,False,4.3,1004,30
209,The Great Adventure by Robert Brown,RAN-NONF-00209,37,Non-Fiction,Featured,Random House,19.91,36.18,2021-09-10,0.0,,Beige,,,Active,50,True,3.3,231,15
210,Tommy Hilfiger Womens Jeans Rose Gold M,TOM-WOME-00210,69,Womens Pants,Featured,Tommy Hilfiger,84.79,178.84,2025-11-23,0.8,16.6x24.4x39.1,Space Gray,XS,Nylon,Discontinued,11,False,3.4,1202,40
211,Mystery of Time by Emily White Paperback,WAR-FICT-00211,36,Fiction,Featured,Warner Bros,35.68,103.85,2017-05-31,0.0,,,,,Active,486,True,4.6,2,25
212,Journey Home by Emily White,SON-NONF-00212,37,Non-Fiction,Featured,Sony Music,27.83,34.32,2021-08-25,0.0,,Pink,,,Active,403,True,4.2,1093,0
213,Adidas Kids Jacket Gray,ADI-KIDS-00213,19,Kids Clothing,Bestseller,Adidas,54.32,123.94,2026-04-09,0.36,34.0x24.0x45.0,Gold,M,Wool,Pre-order,0,False,0.0,0,0
214,Under Armour Womens T-Shirt Brown,UND-TOPS-00214,68,Tops,,Under Armour,93.86,175.79,2024-06-24,0.6,82.8x41.2x49.2,Green,M,Wool,Active,33,False,4.9,679,5
215,Omron BCAA,OMR-FITN-00215,54,Fitness Supplements,Bestseller,Omron,142.05,300.36,2017-01-23,3.28,38.5x26.1x24.2,,,,Active,341,False,3.9,1331,30
216,Williams-Sonoma Sectional Sofa Navy,WIL-LIVI-00216,70,Living Room Furniture,Bestseller,Williams-Sonoma,97.74,248.02,2018-05-21,13.8,49.2x71.1x12.5,Navy,,,Active,45,False,4.0,1250,0
217,Silent Waters Blu-ray,HAC-MOVI-00217,39,Movies,,Hachette,50.13,147.79,2016-01-28,0.0,,Orange,,,Active,205,True,3.7,1349,0
218,Solo Artist CD Collection 52,UNI-MUSI-00218,38,Music,Featured,Universal,30.1,59.48,2023-06-08,0.0,,Purple,,,Discontinued,0,True,3.0,1181,37
219,"Lenovo XPS 17"" Ultrabook",LEN-ULTR-00219,61,Ultrabooks,,Lenovo,637.81,1689.16,2024-05-14,3.1,67.8x42.8x26.5,Gold,1TB,Glass,Active,201,False,4.9,1318,40
220,Braun Thermometer,BRA-MEDI-00220,55,Medical Supplies,Seasonal,Braun,103.36,129.82,2018-08-26,8.62,90.7x18.6x6.2,Gray,,,Active,231,False,3.9,3,15
221,Calvin Klein Womens Maxi Dress Gray,CAL-DRES-00221,67,Dresses,Bestseller,Calvin Klein,128.75,384.44,2021-12-14,1.24,69.9x18.3x12.5,Brown,L,Leather,Active,216,False,4.4,5,0
222,Patagonia Yoga Mat White,PAT-YOGA-00222,75,Yoga & Pilates,Bestseller,Patagonia,55.97,118.58,2022-03-02,7.2,8.8x64.6x56.0,Gold,,,Out of Stock,0,False,4.3,1310,0
223,Meguiars Interior Cleaner,MEG-CARC-00223,52,Car Care,Featured,Meguiars,86.29,128.77,2023-11-01,1.42,7.9x23.8x6.4,Red,,,Archive,9,False,4.6,1,0
224,REI Swim Goggles,REI-WATE-00224,30,Water Sports,,REI,127.76,209.09,2025-07-26,1.31,23.5x55.0x23.4,Gray,,,Active,80,False,4.8,4,0
225,Michelin Car Wax,MIC-CARC-00225,52,Car Care,Featured,Michelin,126.25,319.23,2016-09-26,0.44,92.4x6.7x6.7,,,,Active,408,False,3.8,1068,10
226,Weber Kitchen Shelf Set,WEB-KITC-00226,23,Kitchen,Bestseller,Weber,247.41,460.71,2021-10-15,48.3,88.5x41.7x46.7,Black,,,Active,302,False,4.5,1169,20
227,Nike Mens Table Beige L,NIK-MENS-00227,17,Mens Clothing,New Arrivals,Nike,97.22,147.01,2026-03-29,0.46,29.5x77.5x3.0,Gold,XS,Linen,Pre-order,0,False,0.0,0,0
228,Hot Wheels Collectible Figure,HOT-ACTI-00228,40,Action Figures,New Arrivals,Hot Wheels,77.23,111.41,2020-11-17,6.14,28.6x60.7x24.3,Yellow,,,Active,171,False,3.4,659,0
229,REI Barbell Set,REI-STRE-00229,74,Strength Training,Seasonal,REI,57.3,84.15,2018-07-23,4.78,17.4x46.6x14.2,Silver,,,Active,146,False,5.0,334,20
230,General Mills Granola Bars,GEN-SNAC-00230,45,Snacks,,General Mills,12.12,28.85,2020-02-26,3.82,87.6x15.5x52.7,,,,Active,47,False,4.0,209,10
231,Unilever Green Tea,UNI-BEVE-00231,46,Beverages,Bestseller,Unilever,34.87,99.85,2020-01-16,4.11,69.2x74.3x35.4,Space Gray,,,Active,160,False,4.1,5,0
232,Schwinn Soccer Ball,SCH-TEAM-00232,29,Team Sports,Featured,Schwinn,153.15,305.48,2023-02-14,9.1,34.0x14.6x43.6,Beige,,,Active,355,False,4.5,1782,20
233,Philips Sleep Tracker,PHI-WELL-00233,56,Wellness Devices,,Philips,164.69,457.2,2023-10-31,0.5,10.7x28.0x32.0,,,,Active,83,False,4.1,635,0
234,LOreal Styling Gel,LOR-HAIR-00234,34,Hair Care,Bestseller,LOreal,120.1,313.45,2021-09-28,4.55,65.4x35.8x43.4,Brown,,,Active,259,False,4.6,1182,0
235,Nerf STEM Learning Kit,NER-EDUC-00235,44,Educational Toys,Seasonal,Nerf,5.6,10.79,2025-04-23,5.32,74.4x79.1x10.6,,,,Active,107,False,4.5,1730,0
236,Tommy Hilfiger Summer Dress Silver,TOM-DRES-00236,67,Dresses,Bestseller,Tommy Hilfiger,63.71,87.47,2026-01-25,1.07,51.3x8.0x32.3,Black,XL,Cotton,Pre-order,0,False,0.0,0,0
237,Crate & Barrel Cotton Sheet Set Silver,CRA-BEDD-00237,24,Bedding,Clearance,Crate & Barrel,32.1,44.32,2020-05-31,7.58,40.6x41.3x8.7,Blue,,Glass,Active,63,False,3.6,1275,0
238,iRobot TV Stand Fabric,IRO-LIVI-00238,70,Living Room Furniture,Bestseller,iRobot,495.53,1461.28,2023-07-20,23.72,80.0x8.4x8.0,Beige,,Glass,Active,188,False,4.2,1032,0
239,REI Barbell Set Plus,REI-STRE-00239,74,Strength Training,Seasonal,REI,76.91,207.0,2020-09-16,2.9,54.8x14.5x11.0,Orange,,,Out of Stock,0,False,0.0,0,0
240,Nature Made Sleep Tracker,NAT-WELL-00240,56,Wellness Devices,,Nature Made,182.02,544.77,2019-03-29,1.7,74.2x74.1x50.8,White,,,Active,282,False,4.4,61,0
241,Barbie Doll House Set Plus,BAR-DOLL-00241,43,Dolls,Bestseller,Barbie,41.13,65.66,2025-07-07,6.19,56.4x50.1x51.4,,,,Out of Stock,0,False,3.7,174,0
242,Ralph Lauren Athletic Shoes Navy,RAL-FOOT-00242,20,Footwear,Seasonal,Ralph Lauren,108.29,139.87,2021-10-26,1.8,14.1x75.2x20.3,Yellow,S,Nylon,Out of Stock,0,False,4.1,112,0
243,NYX Body Mist,NYX-FRAG-00243,35,Fragrances,New Arrivals,NYX,42.25,87.76,2018-03-15,8.89,41.6x10.9x38.9,,,,Active,136,False,4.2,1037,0
244,Kraft Sparkling Water,KRA-BEVE-00244,46,Beverages,Bestseller,Kraft,43.07,79.59,2017-01-04,6.65,14.7x41.7x18.9,Space Gray,,,Archive,3,False,4.0,2,0
245,Weber Decorative Vase Brown Gen2,WEB-HOME-00245,26,Home Decor,,Weber,304.54,863.26,2016-11-06,13.12,56.4x7.7x33.8,Rose Gold,,,Active,90,False,3.2,525,30
246,Under Armour Exercise Bike,UND-CARD-00246,73,Cardio Machines,,Under Armour,172.51,490.56,2025-06-06,6.26,39.8x27.8x22.2,,,,Discontinued,12,False,4.5,423,30
247,KitchenAid Sectional Sofa Yellow,KIT-LIVI-00247,70,Living Room Furniture,Bestseller,KitchenAid,148.99,242.32,2024-06-28,32.4,91.0x60.5x25.6,Yellow,,,Out of Stock,0,False,4.3,860,0
248,Dell Pixel 10 64GB,DEL-ANDR-00248,58,Android Phones,,Dell,788.63,1115.63,2016-09-13,0.33,65.8x8.7x5.5,Gold,256GB,Aluminum,Active,378,False,4.7,1466,0
249,Lenovo Digital Camera Pink,LEN-CAME-00249,14,Cameras,,Lenovo,348.2,850.37,2016-10-02,1.66,64.2x8.6x41.3,Space Gray,,Carbon Fiber,Active,55,False,4.0,334,0
250,Cuisinart Cotton Sheet Set Gray,CUI-BEDD-00250,24,Bedding,Clearance,Cuisinart,267.2,766.5,2023-05-10,29.85,63.5x73.8x58.3,Navy,,,Active,57,False,3.6,2,0
251,H&M Designer Chair Red,HM-WOME-00251,18,Womens Clothing,Clearance,H&M,108.98,144.78,2017-08-10,1.89,64.0x5.7x36.6,Red,XXL,Wool,Out of Stock,0,False,4.2,848,0
252,New Balance Womens Maxi Dress Blue,NEW-DRES-00252,67,Dresses,Bestseller,New Balance,46.51,66.85,2016-01-16,0.87,63.5x17.7x10.6,Silver,S,Nylon,Discontinued,1,False,4.1,1999,58
253,Gap Mens Casual Shirt Pink,GAP-MENS-00253,64,Mens Shirts,Seasonal,Gap,88.26,226.46,2025-06-03,1.17,87.6x75.3x8.8,Blue,XS,Denim,Active,95,False,4.4,459,25
254,PepsiCo Rice,PEP-PANT-00254,47,Pantry Staples,Seasonal,PepsiCo,18.06,44.47,2024-07-19,7.37,28.7x23.8x28.1,Black,,,Active,255,False,3.9,1565,0
255,Under Armour Mens Dress Shirt Space Gray XL,UND-MENS-00255,64,Mens Shirts,Seasonal,Under Armour,102.14,282.86,2018-07-13,0.39,39.9x44.9x45.6,Black,L,Wool,Archive,6,False,3.3,4,0
256,Hasbro Science Experiment Set,HAS-EDUC-00256,44,Educational Toys,Seasonal,Hasbro,44.4,129.91,2018-04-02,8.65,96.0x56.8x20.6,,,,Active,334,False,0.0,0,10
257,Optimum Nutrition Multivitamin,OPT-VITA-00257,53,Vitamins,Bestseller,Optimum Nutrition,105.98,161.19,2022-10-03,9.48,49.0x51.7x18.7,,,,Archive,9,False,3.2,4,0
258,Neutrogena Body Mist,NEU-FRAG-00258,35,Fragrances,New Arrivals,Neutrogena,53.36,120.82,2020-04-10,6.67,26.0x67.1x39.9,,,,Active,61,False,4.2,663,0
259,H&M Kids Hoodie Navy,HM-KIDS-00259,19,Kids Clothing,Bestseller,H&M,54.68,111.57,2024-10-17,0.98,35.8x48.4x46.0,White,M,Wool,Active,17,False,4.6,1608,0
260,Microsoft Wireless Audio System,MIC-AUDI-00260,13,Audio Equipment,,Microsoft,773.51,2184.05,2024-03-18,0.64,52.6x45.8x3.4,Gold,,Aluminum,Active,219,False,4.5,693,0
261,Williams-Sonoma Kitchen Shelf Set,WIL-KITC-00261,23,Kitchen,Bestseller,Williams-Sonoma,298.43,473.58,2020-05-06,19.02,34.4x38.8x23.7,Blue,,Bamboo,Active,95,False,4.8,2,0
262,Zara Mens Jacket Purple L,ZAR-MENS-00262,66,Mens Outerwear,Seasonal,Zara,100.78,140.85,2018-09-18,0.24,9.5x16.9x24.4,Blue,XS,Polyester,Active,463,False,4.2,1916,0
263,Calvin Klein Mens Jacket Gray M,CAL-MENS-00263,66,Mens Outerwear,Seasonal,Calvin Klein,90.67,212.44,2024-04-07,0.45,90.3x18.6x28.4,White,S,Nylon,Out of Stock,0,False,4.0,1062,0
264,Kraft Organic Shelf,KRA-ORGA-00264,48,Organic Foods,Seasonal,Kraft,16.64,47.07,2019-10-16,3.01,81.6x77.9x29.5,,,,Out of Stock,0,False,3.5,280,0
265,Crate & Barrel Sectional Sofa Red,CRA-LIVI-00265,70,Living Room Furniture,Bestseller,Crate & Barrel,299.97,812.55,2026-02-26,8.96,48.2x27.7x52.3,,,Plastic,Pre-order,0,False,0.0,0,0
266,"Bose Predator Gaming 17""",BOS-GAMI-00266,59,Gaming Laptops,,Bose,526.19,1342.67,2025-06-29,2.31,60.3x70.9x57.2,Gold,,Carbon Fiber,Active,60,False,4.0,440,40
267,Centrum Blood Pressure Monitor,CEN-MEDI-00267,55,Medical Supplies,Seasonal,Centrum,136.34,315.26,2026-01-24,2.99,63.4x32.3x18.1,,,,Pre-order,0,False,0.0,0,0
268,Cuisinart Blender Red,CUI-KITC-00268,23,Kitchen,Bestseller,Cuisinart,156.65,217.93,2024-11-29,41.56,87.4x37.0x45.6,Rose Gold,,Glass,Discontinued,1,False,3.3,1613,22
269,Thule Tire Shine,THU-CARC-00269,52,Car Care,Featured,Thule,90.29,256.59,2026-04-04,0.93,67.5x15.5x51.6,Black,,,Pre-order,0,False,0.0,0,0
270,Logitech Premium Ultra 128GB Green,LOG-SMAR-00270,11,Smartphones,,Logitech,579.02,1127.28,2022-06-29,3.35,88.0x54.6x44.8,Blue,,Carbon Fiber,Active,389,False,4.2,469,20
271,Bosch Car Wax,BOS-CARC-00271,52,Car Care,Featured,Bosch,264.05,616.31,2025-06-10,9.2,97.1x57.0x26.3,,,,Active,370,False,3.5,969,0
272,The Great Adventure by Emily White Paperback,WAR-FICT-00272,36,Fiction,Featured,Warner Bros,64.42,129.32,2022-04-28,0.0,,,,,Active,445,True,4.6,642,0
273,Samsung Fitness Tracker Beige,SAM-WEAR-00273,15,Wearable Technology,,Samsung,81.9,132.37,2020-12-03,0.44,11.7x43.5x29.8,Blue,1TB,Stainless Steel,Out of Stock,0,False,5.0,1284,0
274,Neutrogena Facial Cleanser,NEU-SKIN-00274,32,Skincare,,Neutrogena,58.32,99.17,2019-09-03,2.57,12.0x48.3x40.7,Brown,,,Active,60,False,3.6,1035,0
275,New Balance Womens Leggings Gold,NEW-WOME-00275,69,Womens Pants,Featured,New Balance,60.06,90.66,2018-06-04,0.93,63.6x61.5x40.2,Rose Gold,XS,Silk,Active,226,False,3.6,1512,0
