cart_id,cart_status,cart_added_date,cart_total_value,cart_items_count,cart_avg_item_price,device_used,abandoned_cart_category,session_converted,first_added_date,last_added_date,customer_id,session_id,time_in_cart_days,time_in_cart_hours,cart_status_derived,cart_abandonment_reason,cart_value_tier,cart_size_category,abandonment_risk_score,recovery_potential_score
404,Converted,2019-08-18 06:41:08,1484.38,2,742.19,Desktop,,1.0,2019-08-18 19:09:44,2019-08-18 21:21:59,204,be9f0e60-0668-441e-ae86-924e1d0e43b7,2348.0,56352.0,Abandoned,High Value - Price Concern,High Value,Small,3181.198066666667,25
405,Converted,2023-11-12 12:29:49,1221.51,3,121.86333333333334,Tablet,,1.0,2023-11-14 00:58:57,2023-11-14 02:35:37,150,53a8b030-0399-46c7-b8e2-e8f5403311d6,799.0,19176.0,Abandoned,High Value - Price Concern,High Value,Small,1110.9786333333334,25
406,Abandoned,2025-10-07 13:17:50,746.97,1,746.97,Desktop,,0.0,2025-10-07 20:25:59,2025-10-07 20:25:59,187,35b94a27-19f8-4ffd-aa0d-c2197c1f4e15,106.0,2544.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,166.74243333333334,25
407,Abandoned,2025-01-28 14:51:30,951.9000000000001,2,292.865,Desktop,,0.0,2025-01-28 14:51:30,2025-01-28 14:51:30,412,a04ca49a-ba12-49e5-a7d2-4450c2a0f8f6,358.0,8592.0,Abandoned,High Value - Price Concern,Medium Value,Small,511.8903333333333,25
408,Converted,2024-05-02 02:41:30,2169.28,5,256.11600000000004,Desktop,,0.0,2024-05-02 02:52:39,2024-05-02 16:16:27,457,288e780a-cb74-4293-a86f-08fa6dc30a22,629.0,15096.0,Abandoned,High Value - Price Concern,High Value,Medium,918.7450666666667,25
409,Abandoned,2025-04-20 21:21:03,105.99,1,105.99,Desktop,,0.0,2025-04-21 04:51:50,2025-04-21 04:51:50,443,3a542bc0-e1ee-486f-8088-ef04a2641fdf,275.0,6600.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,372.84636666666665,25
410,Active,2025-09-11 01:54:08,393.53,1,393.53,Desktop,,0.0,2025-09-11 04:58:10,2025-09-11 04:58:10,45,53b1c491-5784-426d-9ff9-82b3972cea1b,132.0,3168.0,Active,N/A - Active,Low Value,Single Item,190.8059,0
411,Active,2022-01-10 21:38:39,1566.12,1,261.02,Mobile,,0.0,2022-01-11 01:29:26,2022-01-11 01:29:26,267,8ab1895c-06ac-43d4-a73d-e967006527ba,1471.0,35304.0,Active,N/A - Active,High Value,Single Item,2011.3169333333335,0
412,Converted,2025-11-26 11:40:11,0.0,0,0.0,Desktop,,0.0,,,13,93a0021c-2cee-4b92-845e-2c69e1a806c4,,,Abandoned,Unknown,Very Low Value,Single Item,,25
413,Abandoned,2021-12-21 06:42:34,3087.54,1,1029.18,Mobile,,0.0,2021-12-21 11:24:04,2021-12-21 11:24:04,154,0aaf6926-f72f-46de-958f-dca81af615b0,1492.0,35808.0,Abandoned,High Value - Price Concern,High Value,Single Item,2084.9595333333336,25
414,Active,2025-08-29 03:11:05,971.86,1,971.86,Desktop,,1.0,2025-08-30 02:11:34,2025-08-30 02:11:34,275,1cd7bb5c-3e22-45e8-ad28-6074f48b3807,144.0,3456.0,Active,N/A - Active,Medium Value,Single Item,224.1558,0
415,Abandoned,2023-05-02 16:35:04,369.54,1,369.54,Desktop,,0.0,2023-05-03 02:02:55,2023-05-03 02:02:55,232,ce0e145f-ef15-4a39-a71f-0786cb9de735,994.0,23856.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1339.4195333333332,25
416,Active,2022-01-01 13:24:49,2023.31,5,370.006,Desktop,,0.0,2022-01-02 17:30:15,2022-01-07 00:48:29,385,a45323fd-9bb5-4a09-8e5b-9db07f66e40b,1480.0,35520.0,Active,N/A - Active,High Value,Medium,2049.0326333333333,0
417,Converted,2025-09-15 16:47:05,261.46,2,56.68,Mobile,,0.0,2025-09-15 23:40:55,2025-09-16 01:45:23,299,d8515f89-3a91-448a-92a6-dfa7eb46041f,128.0,3072.0,Abandoned,Long Time - Lost Interest,Low Value,Small,184.51046666666667,25
418,Abandoned,2025-04-04 00:13:03,937.33,1,937.33,Desktop,,0.0,2025-04-04 01:06:37,2025-04-04 01:06:37,305,672443d5-b5b0-4070-a97b-ae1e0b4219bb,292.0,7008.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,420.4532333333334,25
419,Active,2024-04-20 16:34:57,2057.91,3,221.9466666666667,Tablet,,1.0,2024-04-21 05:34:42,2024-04-22 22:47:32,393,290427cf-7b51-4713-94f0-86d08d2bd256,640.0,15360.0,Active,N/A - Active,High Value,Small,924.0706333333334,0
420,Converted,2025-12-02 21:09:37,3134.98,3,562.15,Desktop,,0.0,2025-12-02 23:41:09,2025-12-03 01:49:59,299,43d7e424-85a5-4638-9068-56e86de30663,50.0,1200.0,Abandoned,High Value - Price Concern,High Value,Small,169.71606666666668,25
421,Converted,2024-06-17 17:32:24,1533.0299999999997,2,449.05499999999995,,,,2024-06-17 19:25:26,2024-06-17 21:04:52,77,572ba7b6-75f9-418a-9bb1-d8b8dfed32a6,583.0,13992.0,Abandoned,High Value - Price Concern,High Value,Small,829.3242333333334,25
422,Abandoned,2021-04-06 19:21:43,2452.7400000000002,3,358.16333333333336,Mobile,,0.0,2021-04-06 19:25:35,2021-04-06 19:40:22,427,91f9fe89-19a5-4307-915b-e3b9590c39a0,1751.0,42024.0,Abandoned,High Value - Price Concern,High Value,Small,2417.248866666667,25
423,Deleted,2024-09-15 21:52:07,711.3699999999999,4,177.84249999999997,Smart TV,,0.0,2024-09-16 13:34:32,2024-09-20 23:16:02,187,dc54a283-cb2e-4656-aa20-3abd052ef8eb,492.0,11808.0,Abandoned,High Value - Price Concern,Medium Value,Small,689.3411,25
424,Abandoned,2023-04-25 15:54:09,340.05999999999995,2,170.02999999999997,Mobile,,0.0,2023-04-25 18:15:35,2023-04-26 01:58:36,219,a4133e21-ec6b-4078-ab8f-c4cceccd846b,1002.0,24048.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1352.2017999999998,25
425,Converted,2022-01-21 21:37:21,150.92,1,150.92,Mobile,,0.0,2022-01-22 06:29:18,2022-01-22 06:29:18,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,1460.0,35040.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1954.194266666667,25
426,Deleted,2021-04-05 02:40:41,0.0,0,0.0,Desktop,,0.0,,,396,e5d3885b-fd79-49b4-b4bd-ee0cb2e9da1c,,,Abandoned,Unknown,Very Low Value,Single Item,,25
427,Abandoned,2021-04-10 15:16:52,420.03,1,140.01,Desktop,,0.0,2021-04-10 16:31:09,2021-04-10 16:31:09,143,8b7c8f5f-bbe8-44d6-812f-f9d778f87e5f,1747.0,41928.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,2344.934233333334,25
428,Active,2025-10-18 02:38:51,5402.92,4,609.605,Mobile,,0.0,2025-10-18 12:03:31,2025-10-20 17:16:09,73,9ad03502-b084-4951-9893-e78909de807e,95.0,2280.0,Active,N/A - Active,High Value,Small,300.7542666666667,0
429,Converted,2025-12-09 22:48:35,386.4,3,128.79999999999998,Smart TV,,0.0,2025-12-10 06:16:50,2025-12-10 19:11:45,74,7473fa46-ac78-4f53-8bdb-50060defeb52,42.0,1008.0,Abandoned,Long Time - Lost Interest,Low Value,Small,76.592,25
430,Abandoned,2018-07-22 17:09:53,1849.6100000000001,2,685.87,Mobile,,0.0,2018-07-22 17:14:43,2018-07-22 17:45:00,269,d5734020-2fd5-4d48-bef3-789ff5c00fb4,2740.0,65760.0,Abandoned,High Value - Price Concern,High Value,Small,3714.821633333333,25
431,Converted,2025-02-03 05:49:39,206.93,1,206.93,Smart TV,,0.0,2025-02-03 13:05:12,2025-02-03 13:05:12,355,da05c080-e7a4-46f2-8ea2-9913134c2231,352.0,8448.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,478.54123333333337,25
432,Converted,2019-12-23 20:24:21,1034.94,3,194.67,,,,2019-12-23 22:57:49,2019-12-25 01:46:38,175,1d76e3b5-5de4-418b-8776-8675a5836501,2221.0,53304.0,Abandoned,High Value - Price Concern,High Value,Small,3001.381533333333,25
433,Abandoned,2024-12-13 14:12:18,799.56,1,266.52,Mobile,,0.0,2024-12-13 23:21:03,2024-12-13 23:21:03,476,3967a40b-fff5-4520-ad24-5f4b5b8dd265,404.0,9696.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,565.6534666666666,25
434,Converted,2022-05-17 14:32:09,1134.99,2,158.77499999999998,Desktop,,0.0,2022-05-18 04:44:57,2022-05-18 05:30:02,129,80b4c4f2-56e3-4087-9bd9-8ff68842379b,1344.0,32256.0,Abandoned,High Value - Price Concern,High Value,Small,1832.0496999999996,25
435,Converted,2022-02-14 12:53:48,1395.3000000000002,2,481.54,,,,2022-02-14 19:54:11,2022-02-14 20:07:13,114,21dce51e-529a-412b-b4d5-669c8fdf10b9,1437.0,34488.0,Abandoned,High Value - Price Concern,High Value,Small,1963.8590000000002,25
436,Active,2025-02-18 01:35:35,913.38,3,212.54,,,,2025-02-18 10:46:41,2025-02-21 01:43:48,24,ccbb04f4-711e-4021-9e40-2966b49092ac,337.0,8088.0,Active,N/A - Active,Medium Value,Small,485.73473333333334,0
437,Active,2023-01-28 14:54:17,3956.55,3,406.2966666666666,Mobile,,0.0,2023-01-28 19:47:08,2023-01-29 04:19:50,398,e73e39ec-aa50-45d6-bf64-523bb0d7ec80,1089.0,26136.0,Active,N/A - Active,High Value,Small,1579.6965,0
438,Active,2017-06-19 18:41:16,1902.5800000000002,4,475.64500000000004,Desktop,,0.0,2017-06-19 20:58:49,2017-06-21 16:24:29,491,b705818a-1471-4b69-bf90-0af542b4a9bb,3138.0,75312.0,Active,N/A - Active,High Value,Small,4253.0774,0
439,Deleted,2015-05-21 01:57:26,1081.45,2,187.865,Mobile,,1.0,2015-05-21 15:22:00,2015-06-05 09:34:37,371,50790894-3cb2-4142-bdb0-10dde85f101e,3898.0,93552.0,Abandoned,High Value - Price Concern,High Value,Small,5235.776833333334,25
440,Active,2024-12-30 22:09:20,0.0,0,0.0,Mobile,,0.0,,,381,5bfef596-3e7a-4a25-905a-10fce17f367a,,,Active,N/A - Active,Very Low Value,Single Item,,0
441,Converted,2024-10-22 21:27:07,1137.28,5,179.744,Desktop,,0.0,2024-10-22 21:54:00,2024-10-25 11:39:33,91,c8d8aaf5-d035-48e4-bfc7-02a5fa3a527d,456.0,10944.0,Abandoned,High Value - Price Concern,High Value,Medium,657.1184000000001,25
442,Deleted,2024-10-31 10:04:31,97.6,1,48.8,Mobile,,0.0,2024-11-09 02:06:19,2024-11-09 02:06:19,309,10657f95-5dce-418a-b862-148e6bfcfdfc,438.0,10512.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,589.928,25
443,Abandoned,2022-06-04 22:48:06,1167.1,3,250.0533333333333,Desktop,,0.0,2022-06-05 02:49:15,2022-06-05 08:14:16,232,19527be4-0b71-4021-8672-7218805fef7f,1326.0,31824.0,Abandoned,High Value - Price Concern,High Value,Small,1812.0130000000004,25
444,Abandoned,2025-12-12 15:18:02,883.3,1,441.65,Mobile,,0.0,2025-12-13 00:40:48,2025-12-13 00:40:48,85,77007b6a-6542-48c0-b30b-558984b9c2a0,39.0,936.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,81.49900000000001,25
445,Converted,2025-05-21 19:12:07,312.5,1,62.5,Desktop,,0.0,2025-05-23 22:22:02,2025-05-23 22:22:02,317,4a423e85-7f81-4d7d-b59a-903de9c2cf8a,243.0,5832.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,336.375,25
446,Abandoned,2023-07-15 04:52:27,429.36,2,214.68,,,,2023-07-15 04:52:29,2023-07-15 05:26:50,243,0c3fc922-5d13-4959-9e61-2b022de02de7,921.0,22104.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1246.8808000000001,25
447,Abandoned,2024-09-30 06:57:43,39.95,1,39.95,Mobile,,0.0,2024-09-30 10:04:31,2024-09-30 10:04:31,465,6f56174e-3ce1-468f-846e-a8b6d627434c,478.0,11472.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,641.5318333333335,25
448,Converted,2025-07-18 19:04:13,359.1,2,121.205,Desktop,,0.0,2025-07-18 22:46:53,2025-07-19 08:58:10,424,5ff1dd08-10aa-4e1b-8923-0fda178f815b,187.0,4488.0,Abandoned,Long Time - Lost Interest,Low Value,Small,266.1063333333334,25
449,Abandoned,2021-07-15 20:19:14,1925.61,2,228.14499999999998,Mobile,,0.0,2021-07-15 21:47:16,2021-07-15 23:17:16,123,2b442021-8e4c-4ba9-a778-8af463d35e30,1651.0,39624.0,Abandoned,High Value - Price Concern,High Value,Small,2265.1016333333337,25
450,Deleted,2023-07-02 21:32:24,0.0,0,0.0,Mobile,,0.0,,,75,df6b8e26-7417-4009-ba4d-cf6c9d670172,,,Abandoned,Mobile - Checkout Friction,Very Low Value,Single Item,,25
451,Active,2025-05-11 17:21:29,342.74,2,85.685,Desktop,,1.0,2025-05-12 07:37:34,2025-05-12 10:52:47,457,7c6e83a4-49c9-4bf7-bc8b-1beb637d1bdd,254.0,6096.0,Active,N/A - Active,Low Value,Small,354.9488666666667,0
452,Abandoned,2025-09-04 10:25:22,1561.0099999999998,2,326.075,Mobile,,0.0,2025-09-04 14:35:13,2025-09-04 18:47:38,184,cba9f02f-2983-4bc5-8df5-0b9ce99b8d38,139.0,3336.0,Abandoned,High Value - Price Concern,High Value,Small,238.16363333333334,25
453,Abandoned,2022-11-10 15:13:26,836.82,3,101.54,,,,2022-11-10 17:33:28,2022-11-10 19:28:19,211,4c12b667-1de0-4727-8d46-cb4c20533960,1168.0,28032.0,Abandoned,High Value - Price Concern,Medium Value,Small,1591.4379333333334,25
454,Abandoned,2025-02-04 08:55:58,2616.03,3,392.21000000000004,Mobile,,0.0,2025-02-04 09:05:42,2025-02-04 12:43:48,229,74c28d4e-5da0-4f32-870d-86006565fd95,351.0,8424.0,Abandoned,High Value - Price Concern,High Value,Small,555.4809,25
455,Abandoned,2024-10-26 11:43:28,1102.95,2,263.245,Desktop,,0.0,2024-10-26 11:43:28,2024-10-26 11:43:28,237,b820fe11-3213-4602-b6f8-4bebc670417b,452.0,10848.0,Abandoned,High Value - Price Concern,High Value,Small,641.7551666666667,25
456,Abandoned,2025-10-08 20:54:47,377.62,2,188.81,Mobile,,0.0,2025-10-08 20:54:47,2025-10-08 20:54:47,116,92c65de7-47a4-49e0-aabe-32f4850331c4,105.0,2520.0,Abandoned,Long Time - Lost Interest,Low Value,Small,157.32860000000002,25
457,Abandoned,2025-04-27 15:00:19,2267.19,1,755.73,Desktop,,0.0,2025-04-27 15:14:13,2025-04-27 15:14:13,108,65852665-e654-48fc-aebf-dfc215eb48aa,269.0,6456.0,Abandoned,High Value - Price Concern,High Value,Single Item,429.6823666666667,25
458,Abandoned,2024-07-14 22:35:50,2055.33,4,254.45,Tablet,,0.0,2024-07-14 23:14:48,2024-07-15 00:26:40,430,27bc3061-bc93-49ee-9eae-29200ef69255,556.0,13344.0,Abandoned,High Value - Price Concern,High Value,Small,814.9932333333334,25
459,Abandoned,2024-04-30 07:39:52,1869.74,1,934.87,Desktop,,0.0,2024-04-30 07:51:47,2024-04-30 07:51:47,130,c99d05da-4867-413a-a16c-d027349a397c,631.0,15144.0,Abandoned,High Value - Price Concern,High Value,Single Item,900.4255333333333,25
460,Active,2022-08-17 04:06:47,765.6199999999999,2,220.89,,,,2022-08-17 12:36:00,2022-08-17 17:26:39,403,86cb0ba3-e1d3-49aa-b490-b4afe355f62f,1253.0,30072.0,Active,N/A - Active,Medium Value,Small,1699.6352666666667,0
461,Deleted,2021-01-20 22:49:20,421.47,1,140.49,Desktop,,0.0,2021-02-04 07:41:40,2021-02-04 07:41:40,324,0b294802-464f-4d92-8a45-a31a0d428cd5,1812.0,43488.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,2431.6441,25
462,Active,2024-12-26 01:20:18,685.5699999999999,3,110.51666666666665,Mobile,,0.0,2024-12-26 05:58:50,2024-12-27 00:56:10,472,1fc26c73-2617-4497-9382-ea6c48ad78f2,391.0,9384.0,Active,N/A - Active,Medium Value,Small,550.9004333333334,0
463,Deleted,2025-03-18 05:45:12,2717.92,3,588.4333333333333,Desktop,,0.0,2025-03-26 23:56:52,2025-03-30 13:29:33,372,213bd20e-b56d-4c2a-bdc0-a32e347aadaf,301.0,7224.0,Abandoned,High Value - Price Concern,High Value,Small,491.8709333333333,25
464,Abandoned,2023-12-16 03:47:38,1279.71,3,379.1133333333334,Tablet,,0.0,2023-12-16 04:08:54,2023-12-16 05:30:12,388,7a73a606-17f7-43b8-8ac8-2919c3632b41,767.0,18408.0,Abandoned,High Value - Price Concern,High Value,Small,1070.0579666666665,25
465,Abandoned,2020-12-02 06:40:07,50.12,1,50.12,Mobile,,0.0,2020-12-02 07:07:40,2020-12-02 07:07:40,119,9378777d-3ce1-48f0-b601-5a683297d834,1876.0,45024.0,Abandoned,Long Time - Lost Interest,Very Low Value,Single Item,2505.8369333333335,25
466,Converted,2023-03-16 03:25:30,3023.76,2,790.395,Desktop,,0.0,2023-03-16 19:28:08,2023-03-17 15:16:49,224,41ba29a6-d15c-4498-a4a1-801442aaa0ee,1042.0,25008.0,Abandoned,High Value - Price Concern,High Value,Small,1486.0461333333335,25
467,Converted,2024-05-02 02:42:57,610.6600000000001,3,169.67,Desktop,,0.0,2024-05-02 08:38:31,2024-05-02 21:22:01,457,288e780a-cb74-4293-a86f-08fa6dc30a22,629.0,15096.0,Abandoned,High Value - Price Concern,Medium Value,Small,865.9864666666667,25
468,Converted,2024-10-02 14:44:16,697.6500000000001,3,168.36333333333334,,,,2024-10-02 23:50:33,2024-10-03 13:14:54,452,9d01cd88-33b7-4577-85be-bc226b61e011,476.0,11424.0,Abandoned,High Value - Price Concern,Medium Value,Small,664.5961666666667,25
469,Abandoned,2023-06-19 16:38:03,399.62,2,112.10499999999999,Tablet,,0.0,2023-06-19 19:07:48,2023-06-19 22:57:00,172,1000d07e-ea43-47ab-bdda-b46597766d93,947.0,22728.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1280.6552666666666,25
470,Abandoned,2025-06-28 22:40:49,447.33,2,153.975,Smart TV,,0.0,2025-06-29 03:19:41,2025-06-29 03:26:05,95,e3686d23-4ebf-4090-ab1d-739fd80908bf,206.0,4944.0,Abandoned,Long Time - Lost Interest,Low Value,Small,294.08656666666667,25
471,Converted,2024-11-12 17:22:46,437.2,2,218.6,Desktop,,0.0,2024-11-12 20:20:37,2024-11-13 05:18:44,235,5949a34f-c7e5-4c9a-b62f-80f361406ab2,435.0,10440.0,Abandoned,Long Time - Lost Interest,Low Value,Small,599.1160000000001,25
472,Abandoned,2025-08-22 01:39:17,1061.06,2,128.345,Tablet,,0.0,2025-08-22 03:16:41,2025-08-22 06:41:24,193,3fa991fb-ffbe-459e-863f-4ac9c60a544f,152.0,3648.0,Abandoned,High Value - Price Concern,High Value,Small,240.4984666666667,25
473,Active,2022-10-01 20:34:12,241.53,2,120.765,Mobile,,1.0,2022-10-02 07:19:25,2022-10-02 22:35:42,323,d8e31e86-2c8d-40a9-9210-ece505d88f95,1207.0,28968.0,Active,N/A - Active,Low Value,Small,1622.5792333333331,0
474,Converted,2022-01-21 21:37:20,132.98000000000002,2,66.49000000000001,Mobile,,0.0,2022-01-22 01:02:45,2022-01-23 15:16:29,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,1460.0,35040.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1956.6560666666667,25
475,Active,2018-11-18 09:16:51,526.77,2,237.79,Mobile,,0.0,2018-11-19 09:01:31,2018-11-21 02:23:58,55,1d1f8335-a513-4b33-aae8-fde44318737b,2620.0,62880.0,Active,N/A - Active,Medium Value,Small,3515.136433333333,0
476,Abandoned,2025-12-13 19:33:48,2714.31,4,287.9625,Tablet,,0.0,2025-12-13 20:13:34,2025-12-14 04:03:50,25,13835a7b-4fb5-420a-833b-f3c0e8c1fba7,39.0,936.0,Abandoned,High Value - Price Concern,High Value,Small,145.42929999999998,25
477,Active,2020-08-09 03:40:25,4423.54,4,462.5725,Desktop,,0.0,2020-08-09 07:40:26,2020-08-11 10:58:53,349,9313f8c9-2bb5-4c53-bc5c-7b34a5c320c0,1991.0,47784.0,Active,N/A - Active,High Value,Small,2799.372866666667,0
478,Abandoned,2023-03-28 09:21:07,2425.8399999999997,3,402.26,Mobile,,0.0,2023-03-28 10:23:45,2023-03-28 14:31:06,39,6f7c5c37-d0fd-4c7e-bb59-5484e22c111e,1030.0,24720.0,Abandoned,High Value - Price Concern,High Value,Small,1455.1085333333335,25
479,Abandoned,2025-03-05 08:43:09,2357.7200000000003,4,256.84000000000003,Desktop,,0.0,2025-03-05 10:36:49,2025-03-05 14:38:10,365,06723909-17fe-4a49-b045-bba8df9124c9,322.0,7728.0,Abandoned,High Value - Price Concern,High Value,Small,512.0649333333333,25
480,Active,2021-01-21 21:40:37,570.48,2,285.24,Mobile,,0.0,2021-01-26 13:59:14,2021-01-28 02:33:31,491,c8fb0f75-335e-4363-b1d6-a705dce305b8,1821.0,43704.0,Active,N/A - Active,Medium Value,Small,2451.1144000000004,0
481,Converted,2021-11-22 14:25:00,3754.36,4,474.35,Mobile,,0.0,2021-11-22 23:43:36,2021-11-24 03:24:17,60,169b334d-3025-4a09-a66a-f206e63e2c66,1521.0,36504.0,Abandoned,High Value - Price Concern,High Value,Small,2152.6308000000004,25
482,Converted,2023-10-17 23:58:16,924.4599999999999,3,308.1533333333333,Tablet,,1.0,2023-10-18 07:44:09,2023-10-19 00:49:37,272,b43d3827-183f-40b7-a826-3034d6975e17,826.0,19824.0,Abandoned,High Value - Price Concern,Medium Value,Small,1138.0671333333335,25
483,Abandoned,2025-04-22 02:11:29,703.61,2,351.805,Desktop,,0.0,2025-04-22 02:57:25,2025-04-22 03:07:52,296,f9284371-2752-49bc-a2f5-6cb680b8a88f,274.0,6576.0,Abandoned,High Value - Price Concern,Medium Value,Small,392.44163333333336,25
484,Converted,2023-03-28 09:09:56,610.93,3,134.28666666666666,Mobile,,0.0,2023-03-28 16:36:40,2023-03-28 17:59:40,39,6f7c5c37-d0fd-4c7e-bb59-5484e22c111e,1030.0,24720.0,Abandoned,High Value - Price Concern,Medium Value,Small,1400.6612333333335,25
485,Abandoned,2025-12-13 23:08:48,1676.28,2,203.22,Tablet,,0.0,2025-12-14 01:29:29,2025-12-14 03:25:38,459,0d1d0c77-8350-4682-bf8d-32f29dfa8741,38.0,912.0,Abandoned,High Value - Price Concern,High Value,Small,106.95506666666668,25
486,Deleted,2025-03-05 19:58:43,2499.48,6,167.88166666666666,Tablet,,0.0,2025-03-06 02:15:34,2025-03-23 14:22:33,426,081d5f33-268b-494f-a27c-fa6e8b98f1b9,321.0,7704.0,Abandoned,High Value - Price Concern,High Value,Medium,520.9844,25
487,Converted,2024-12-08 01:04:17,1264.37,4,195.845,Mobile,,0.0,2024-12-08 07:45:05,2024-12-08 15:28:46,106,5c904e9a-c1c2-4d4a-b8ae-7060621bacd3,409.0,9816.0,Abandoned,High Value - Price Concern,High Value,Small,595.2644333333334,25
488,Abandoned,2025-10-08 20:55:27,1179.47,2,215.73000000000002,Mobile,,0.0,2025-10-08 21:57:54,2025-10-09 02:49:42,116,92c65de7-47a4-49e0-aabe-32f4850331c4,105.0,2520.0,Abandoned,High Value - Price Concern,High Value,Small,181.38410000000002,25
489,Abandoned,2024-08-31 11:12:55,976.74,4,155.365,Desktop,,0.0,2024-08-31 12:45:50,2024-08-31 15:56:40,35,d39eb03c-3e96-4d67-9c5d-7aaf87bbf8e2,508.0,12192.0,Abandoned,High Value - Price Concern,Medium Value,Small,718.6355333333333,25
490,Abandoned,2024-09-13 04:18:17,644.98,2,245.21999999999997,Desktop,,0.0,2024-09-13 13:06:40,2024-09-13 15:13:34,128,867aef95-3fcc-4396-9858-fd13d6dae310,495.0,11880.0,Abandoned,High Value - Price Concern,Medium Value,Small,685.3494000000001,25
491,Active,2025-11-04 15:04:30,374.82,2,187.41,,,,2025-11-06 02:52:53,2025-11-07 04:26:51,333,e33634eb-51ca-4e04-b658-5e298865801a,76.0,1824.0,Active,N/A - Active,Low Value,Small,118.57793333333335,0
492,Abandoned,2023-04-13 06:25:58,1292.21,2,179.35000000000002,Mobile,,0.0,2023-04-13 06:48:20,2023-04-13 06:53:22,264,ed875cf1-9fd8-438b-afc0-cd49f29aa66e,1014.0,24336.0,Abandoned,High Value - Price Concern,High Value,Small,1396.7663,25
493,Active,2017-04-21 20:53:31,809.9200000000001,3,269.97333333333336,Mobile,,1.0,2017-04-21 21:06:01,2017-04-22 00:28:22,148,87d68c66-e06e-4831-a87f-a0fcf5348033,3197.0,76728.0,Active,N/A - Active,Medium Value,Small,4295.964266666667,0
494,Active,2025-12-13 19:36:30,2906.8900000000003,4,263.9525,Tablet,,0.0,2025-12-14 22:40:20,2025-12-16 03:00:51,25,13835a7b-4fb5-420a-833b-f3c0e8c1fba7,38.0,912.0,Active,N/A - Active,High Value,Small,149.8733666666667,0
495,Active,2022-03-15 03:16:28,2426.94,3,572.4733333333334,Mobile,,0.0,2022-03-15 12:10:17,2022-03-17 11:28:55,488,b24fb989-4baa-4953-b68e-0f1ac216a803,1408.0,33792.0,Active,N/A - Active,High Value,Small,1959.1415333333334,0
496,Converted,2025-09-03 03:06:52,2383.94,2,446.5,Mobile,,0.0,2025-09-05 02:10:31,2025-09-05 02:56:41,42,45b50eed-35ef-4a1f-8857-e9066932af4b,138.0,3312.0,Abandoned,High Value - Price Concern,High Value,Small,261.5182,25
497,Abandoned,2020-12-02 06:41:53,2399.2599999999998,3,253.9,Mobile,,0.0,2020-12-02 07:46:13,2020-12-02 12:14:27,119,9378777d-3ce1-48f0-b601-5a683297d834,1876.0,45024.0,Abandoned,High Value - Price Concern,High Value,Small,2582.3111333333336,25
498,Converted,2025-10-18 02:40:45,156.72,1,26.12,Mobile,,0.0,2025-10-18 06:50:29,2025-10-18 06:50:29,73,9ad03502-b084-4951-9893-e78909de807e,95.0,2280.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,134.36826666666667,25
499,Abandoned,2024-11-14 03:28:55,792.0999999999999,4,138.45999999999998,,,,2024-11-14 04:15:56,2024-11-14 05:22:21,44,aa5e2422-def1-4a5a-8f8f-226ae17390e2,433.0,10392.0,Abandoned,High Value - Price Concern,Medium Value,Small,613.0963333333334,25
500,Converted,2024-01-16 03:17:28,1189.31,2,475.17,Mobile,,0.0,2024-01-17 19:54:51,2024-01-17 23:22:03,304,4c09fa30-103d-4f96-bca2-94eab3550491,735.0,17640.0,Abandoned,High Value - Price Concern,High Value,Small,1021.6793000000001,25
501,Abandoned,2024-05-10 12:24:06,1419.88,1,709.94,,,,2024-05-10 16:46:42,2024-05-10 16:46:42,183,550907a7-ed3a-4ba9-a5b3-22f05f958300,621.0,14904.0,Abandoned,High Value - Price Concern,High Value,Single Item,873.5963999999999,25
502,Deleted,2023-10-10 21:42:59,452.37,2,226.185,,,,2023-10-16 10:18:33,2023-10-17 20:37:09,264,919ebde9-0168-496a-98d9-143910305e0e,828.0,19872.0,Abandoned,Long Time - Lost Interest,Low Value,Small,1123.5711000000001,25
503,Active,2024-07-30 23:00:02,329.45000000000005,2,135.89000000000001,Mobile,,0.0,2024-08-04 15:14:10,2024-08-04 20:46:32,271,9a48f8b0-c6f0-4ca2-94dd-e6490b305694,535.0,12840.0,Active,N/A - Active,Low Value,Small,729.2168333333333,0
